CHROM	SCAFF	BIN_START	BIN_END	pbs
chr1	QRBI01000120.1	4300001	4400000	0.012033035
chr1	QRBI01000120.1	4400001	4500000	0.0159979
chr1	QRBI01000120.1	4500001	4600000	0.01147735
chr1	QRBI01000120.1	4600001	4700000	0.0153954
chr1	QRBI01000120.1	4700001	4800000	0.00943984
chr1	QRBI01000120.1	4800001	4900000	0.02103355
chr1	QRBI01000120.1	4900001	5000000	0.0102712
chr1	QRBI01000120.1	5000001	5100000	0.02219485
chr1	QRBI01000120.1	5100001	5200000	0.01314995
chr1	QRBI01000120.1	5200001	5300000	0.0131462
chr1	QRBI01000120.1	5300001	5400000	0.0123038
chr1	QRBI01000120.1	5400001	5500000	0.0142102
chr1	QRBI01000120.1	5500001	5600000	0.01318704
chr1	QRBI01000120.1	5600001	5700000	0.014793665
chr1	QRBI01000120.1	5700001	5800000	0.015279
chr1	QRBI01000120.1	5800001	5900000	0.009061485
chr1	QRBI01000120.1	5900001	6000000	0.0148775
chr1	QRBI01000120.1	6000001	6100000	0.0201365
chr1	QRBI01000120.1	6100001	6200000	0.01554358
chr1	QRBI01000120.1	6200001	6300000	0.0199552
chr1	QRBI01000120.1	6300001	6400000	0.01799381
chr1	QRBI01000120.1	6400001	6500000	0.01392475
chr1	QRBI01000120.1	6500001	6600000	0.01764375
chr1	QRBI01000120.1	6600001	6700000	0.01713895
chr1	QRBI01000120.1	6700001	6800000	0.0140552
chr1	QRBI01000120.1	6800001	6900000	0.008608055
chr1	QRBI01000120.1	6900001	7000000	0.0153992
chr1	QRBI01000120.1	7000001	7100000	0.015405205
chr1	QRBI01000120.1	7100001	7200000	0.016856
chr1	QRBI01000120.1	7200001	7300000	0.02235365
chr1	QRBI01000120.1	7300001	7400000	0.02866715
chr1	QRBI01000120.1	7400001	7500000	0.0153421
chr1	QRBI01000120.1	7500001	7600000	0.01682525
chr1	QRBI01000120.1	7600001	7700000	0.01597332
chr1	QRBI01000120.1	7700001	7800000	0.01942465
chr1	QRBI01000120.1	7800001	7900000	0.0180891
chr1	QRBI01000120.1	7900001	8000000	0.01708075
chr1	QRBI01000120.1	8000001	8100000	0.02161115
chr1	QRBI01000120.1	8100001	8200000	0.0258491
chr1	QRBI01000120.1	8200001	8300000	0.02295091
chr1	QRBI01000120.1	8300001	8400000	0.01935165
chr1	QRBI01000120.1	8400001	8500000	0.02416765
chr1	QRBI01000120.1	8500001	8600000	0.021536465
chr1	QRBI01000120.1	8600001	8700000	0.02667158
chr1	QRBI01000120.1	8700001	8800000	0.0153227
chr1	QRBI01000120.1	8800001	8900000	0.03463179
chr1	QRBI01000120.1	8900001	9000000	0.028286805
chr1	QRBI01000120.1	9000001	9100000	0.01576839
chr1	QRBI01000120.1	9100001	9200000	0.018544025
chr1	QRBI01000120.1	9200001	9300000	0.0093234
chr1	QRBI01000120.1	9300001	9400000	0.01484215
chr1	QRBI01000120.1	9400001	9500000	0.02911995
chr1	QRBI01000120.1	9500001	9600000	0.01740893
chr1	QRBI01000120.1	9600001	9700000	0.022165595
chr1	QRBI01000120.1	9700001	9800000	0.01780584
chr1	QRBI01000120.1	9800001	9900000	0.01791857
chr1	QRBI01000120.1	9900001	10000000	0.0247111
chr1	QRBI01000120.1	10000001	10100000	0.025346845
chr1	QRBI01000120.1	10100001	10200000	0.0281001
chr1	QRBI01000120.1	10200001	10300000	0.002674945
chr1	QRBI01000120.1	10300001	10400000	0.01806041
chr1	QRBI01000120.1	10400001	10500000	0.02292044
chr1	QRBI01000120.1	10500001	10600000	0.027405365
chr1	QRBI01000120.1	10600001	10700000	0.027134205
chr1	QRBI01000120.1	10700001	10800000	0.02586189
chr1	QRBI01000120.1	10800001	10900000	0.0230159
chr1	QRBI01000120.1	10900001	11000000	0.0252934
chr1	QRBI01000120.1	11000001	11100000	0.0300146
chr1	QRBI01000120.1	11100001	11200000	0.0244989
chr1	QRBI01000120.1	11200001	11300000	0.0312878
chr1	QRBI01000120.1	11300001	11400000	0.01494905
chr1	QRBI01000120.1	11400001	11500000	0.02367545
chr1	QRBI01000120.1	11500001	11600000	0.0305345
chr1	QRBI01000120.1	11600001	11700000	0.015474895
chr1	QRBI01000120.1	11700001	11800000	0.01953785
chr1	QRBI01000120.1	11800001	11900000	0.01403045
chr1	QRBI01000120.1	11900001	12000000	0.00488766
chr1	QRBI01000120.1	12000001	12100000	0.0108499
chr1	QRBI01000120.1	12100001	12200000	0.01532505
chr1	QRBI01000120.1	12200001	12300000	0.0225861
chr1	QRBI01000120.1	12300001	12400000	0.02653465
chr1	QRBI01000120.1	12400001	12500000	0.02109095
chr1	QRBI01000120.1	12500001	12600000	0.01762175
chr1	QRBI01000120.1	12600001	12700000	0.0234669
chr1	QRBI01000120.1	12700001	12800000	0.0203137
chr1	QRBI01000120.1	12800001	12900000	0.0251557
chr1	QRBI01000120.1	12900001	13000000	0.01961125
chr1	QRBI01000120.1	13000001	13100000	0.02892955
chr1	QRBI01000120.1	13100001	13200000	0.0163536
chr1	QRBI01000120.1	13200001	13300000	0.0145377
chr1	QRBI01000120.1	13300001	13400000	0.027975965
chr1	QRBI01000120.1	13400001	13500000	0.02856925
chr1	QRBI01000120.1	13500001	13600000	0.02654375
chr1	QRBI01000120.1	13600001	13700000	0.0160819
chr1	QRBI01000120.1	13700001	13800000	0.02211315
chr1	QRBI01000120.1	13800001	13900000	0.02058069
chr1	QRBI01000120.1	13900001	14000000	0.011844315
chr1	QRBI01000120.1	14000001	14100000	0.0138507
chr1	QRBI01000120.1	14100001	14200000	0.01974525
chr1	QRBI01000120.1	14200001	14300000	0.0119028
chr1	QRBI01000120.1	14300001	14400000	0.0190688
chr1	QRBI01000120.1	14400001	14500000	0.0123795
chr1	QRBI01000120.1	14500001	14600000	0.0161269
chr1	QRBI01000120.1	14600001	14700000	0.02494917
chr1	QRBI01000120.1	14700001	14800000	0.01375855
chr1	QRBI01000120.1	14800001	14900000	0.02977855
chr1	QRBI01000120.1	14900001	15000000	0.0214949
chr1	QRBI01000120.1	15000001	15100000	0.0219792
chr1	QRBI01000120.1	15100001	15200000	0.01416845
chr1	QRBI01000120.1	15200001	15300000	0.01467465
chr1	QRBI01000120.1	15300001	15400000	0.014198465
chr1	QRBI01000120.1	15400001	15500000	0.02074735
chr1	QRBI01000120.1	15500001	15600000	0.0142237
chr1	QRBI01000120.1	15600001	15700000	0.01819915
chr1	QRBI01000120.1	15700001	15800000	0.010863585
chr1	QRBI01000120.1	15800001	15900000	0.01228987
chr1	QRBI01000120.1	15900001	16000000	0.01335772
chr1	QRBI01000120.1	16000001	16100000	0.013544445
chr1	QRBI01000120.1	16100001	16200000	0.01436328
chr1	QRBI01000120.1	16200001	16300000	0.02576695
chr1	QRBI01000120.1	16300001	16400000	0.014580055
chr1	QRBI01000120.1	16400001	16500000	0.018590235
chr1	QRBI01000120.1	16500001	16600000	0.016988555
chr1	QRBI01000120.1	16600001	16700000	0.02201765
chr1	QRBI01000120.1	16700001	16800000	0.02059775
chr1	QRBI01000120.1	16800001	16900000	0.012901
chr1	QRBI01000120.1	16900001	17000000	0.01820235
chr1	QRBI01000120.1	17000001	17100000	0.01352555
chr1	QRBI01000120.1	17100001	17200000	0.0186521
chr1	QRBI01000120.1	17200001	17300000	0.014970185
chr1	QRBI01000120.1	17300001	17400000	0.01431515
chr1	QRBI01000120.1	17400001	17500000	0.01713538
chr1	QRBI01000120.1	17500001	17600000	0.0255103
chr1	QRBI01000120.1	17600001	17700000	0.0178444
chr1	QRBI01000120.1	17700001	17800000	0.018926365
chr1	QRBI01000120.1	17800001	17900000	0.01491215
chr1	QRBI01000120.1	17900001	18000000	0.01082755
chr1	QRBI01000120.1	18000001	18100000	0.01539922
chr1	QRBI01000120.1	18100001	18200000	0.009549635
chr1	QRBI01000120.1	18200001	18300000	0.017487105
chr1	QRBI01000120.1	18300001	18400000	0.024387
chr1	QRBI01000120.1	18400001	18500000	0.02608635
chr1	QRBI01000120.1	18500001	18600000	0.01279449
chr1	QRBI01000120.1	18600001	18700000	0.01660275
chr1	QRBI01000120.1	18700001	18800000	0.03631544
chr1	QRBI01000120.1	18800001	18900000	0.02093175
chr1	QRBI01000120.1	18900001	19000000	0.0172353
chr1	QRBI01000120.1	19000001	19100000	0.01660031
chr1	QRBI01000120.1	19100001	19200000	0.0230353
chr1	QRBI01000120.1	19200001	19300000	0.0269882
chr1	QRBI01000120.1	19300001	19400000	0.004937935
chr1	QRBI01000120.1	19400001	19500000	0.0165342
chr1	QRBI01000120.1	19500001	19600000	0.03194272
chr1	QRBI01000120.1	19600001	19700000	0.018704745
chr1	QRBI01000120.1	19700001	19800000	0.02266485
chr1	QRBI01000120.1	19800001	19900000	0.0163878
chr1	QRBI01000120.1	19900001	20000000	0.029823825
chr1	QRBI01000120.1	20000001	20100000	0.02079921
chr1	QRBI01000120.1	20100001	20200000	0.0131947625
chr1	QRBI01000120.1	20200001	20300000	0.0108508
chr1	QRBI01000120.1	20300001	20400000	0.0555823
chr1	QRBI01000120.1	20400001	20500000	0.01601411
chr1	QRBI01000120.1	20500001	20600000	0.0250987
chr1	QRBI01000120.1	20600001	20700000	0.0221805
chr1	QRBI01000120.1	20700001	20800000	0.0166906
chr1	QRBI01000120.1	20800001	20900000	0.0209489
chr1	QRBI01000120.1	20900001	21000000	0.0379995
chr1	QRBI01000120.1	21000001	21100000	0.022606345
chr1	QRBI01000120.1	21100001	21200000	0.02764862
chr1	QRBI01000120.1	21200001	21300000	0.01689
chr1	QRBI01000120.1	21300001	21400000	0.025991815
chr1	QRBI01000120.1	21400001	21500000	0.026586455
chr1	QRBI01000120.1	21500001	21600000	0.04943405
chr1	QRBI01000120.1	21600001	21700000	0.02700725
chr1	QRBI01000120.1	21700001	21800000	0.017509485
chr1	QRBI01000120.1	21800001	21900000	0.0092034
chr1	QRBI01000120.1	21900001	22000000	0.015921
chr1	QRBI01000120.1	22000001	22100000	0.043120154
chr1	QRBI01000120.1	22100001	22200000	0.0550111
chr1	QRBI01000120.1	22200001	22300000	0.04666755
chr1	QRBI01000120.1	22300001	22400000	0.0419524
chr1	QRBI01000120.1	22400001	22500000	0.0368927
chr1	QRBI01000120.1	22500001	22600000	0.03111074
chr1	QRBI01000120.1	22600001	22700000	0.05444765
chr1	QRBI01000120.1	22700001	22800000	0.0214552
chr1	QRBI01000120.1	22800001	22900000	0.019426535
chr1	QRBI01000120.1	22900001	23000000	0.0465947
chr1	QRBI01000120.1	23000001	23100000	0.03130435
chr1	QRBI01000120.1	23100001	23200000	0.02089406
chr1	QRBI01000120.1	23200001	23300000	0.024800395
chr1	QRBI01000120.1	23300001	23400000	0.0132865
chr1	QRBI01000120.1	23400001	23500000	0.02087595
chr1	QRBI01000120.1	23500001	23600000	0.032218
chr1	QRBI01000120.1	23600001	23700000	0.0204444
chr1	QRBI01000120.1	23700001	23800000	0.0266045
chr1	QRBI01000120.1	23800001	23900000	0.0186448
chr1	QRBI01000120.1	23900001	24000000	0.0237202
chr1	QRBI01000120.1	24000001	24100000	0.0116551
chr1	QRBI01000120.1	24100001	24200000	0.0146727
chr1	QRBI01000120.1	24200001	24300000	0.01965255
chr1	QRBI01000120.1	24300001	24400000	0.03780282
chr1	QRBI01000120.1	24400001	24500000	0.019165125
chr1	QRBI01000120.1	24500001	24600000	0.0142783
chr1	QRBI01000120.1	24600001	24700000	0.023861
chr1	QRBI01000120.1	24700001	24800000	0.00903421
chr1	QRBI01000120.1	24800001	24900000	0.016843495
chr1	QRBI01000120.1	24900001	25000000	0.0189396295
chr1	QRBI01000120.1	25000001	25100000	0.00748445
chr1	QRBI01000120.1	25100001	25200000	0.010094095
chr1	QRBI01000120.1	25200001	25300000	0.03039667
chr1	QRBI01000120.1	25300001	25400000	0.0161812
chr1	QRBI01000120.1	25400001	25500000	0.012647665
chr1	QRBI01000120.1	25500001	25600000	0.0233838
chr1	QRBI01000120.1	25600001	25700000	0.019665875
chr1	QRBI01000120.1	25700001	25800000	0.01618365
chr1	QRBI01000120.1	25800001	25900000	0.01332135
chr1	QRBI01000120.1	25900001	26000000	0.02254175
chr1	QRBI01000120.1	26000001	26100000	0.01727075
chr1	QRBI01000120.1	26100001	26200000	0.00989585
chr1	QRBI01000120.1	26200001	26300000	0.0234206
chr1	QRBI01000120.1	26300001	26400000	0.04165495
chr1	QRBI01000120.1	26400001	26500000	0.01708756
chr1	QRBI01000120.1	26500001	26600000	0.0280448
chr1	QRBI01000120.1	26600001	26700000	0.0122241
chr1	QRBI01000120.1	26700001	26800000	0.027373
chr1	QRBI01000120.1	26800001	26900000	0.015675445
chr1	QRBI01000120.1	26900001	27000000	0.01643475
chr1	QRBI01000120.1	27000001	27100000	0.0225265
chr1	QRBI01000120.1	27100001	27200000	0.0160944
chr1	QRBI01000120.1	27200001	27300000	0.009787215
chr1	QRBI01000120.1	27300001	27400000	0.0239541
chr1	QRBI01000120.1	27400001	27500000	0.02147539
chr1	QRBI01000120.1	27500001	27600000	0.01757247
chr1	QRBI01000120.1	27600001	27700000	0.0121855
chr1	QRBI01000120.1	27700001	27800000	0.0217326
chr1	QRBI01000120.1	27800001	27900000	0.02174935
chr1	QRBI01000120.1	27900001	28000000	0.029516993
chr1	QRBI01000120.1	28000001	28100000	0.0226258
chr1	QRBI01000120.1	28100001	28200000	0.03675203
chr1	QRBI01000120.1	28200001	28300000	0.031494165
chr1	QRBI01000120.1	28300001	28400000	0.028757215
chr1	QRBI01000120.1	28400001	28500000	0.02599205
chr1	QRBI01000120.1	28500001	28600000	0.0274347
chr1	QRBI01000120.1	28600001	28700000	0.02611289
chr1	QRBI01000120.1	28700001	28800000	0.02981189
chr1	QRBI01000120.1	28800001	28900000	0.0232896
chr1	QRBI01000120.1	28900001	29000000	0.01647495
chr1	QRBI01000120.1	29000001	29100000	0.012738
chr1	QRBI01000120.1	29100001	29200000	0.02000278
chr1	QRBI01000120.1	29200001	29300000	0.0233161
chr1	QRBI01000120.1	29300001	29400000	0.02949865
chr1	QRBI01000120.1	29400001	29500000	0.01149363
chr1	QRBI01000120.1	29500001	29600000	0.02072496
chr1	QRBI01000120.1	29600001	29700000	0.01553952
chr1	QRBI01000120.1	29700001	29800000	0.02077955
chr1	QRBI01000120.1	29800001	29900000	0.0176895
chr1	QRBI01000120.1	29900001	30000000	0.0199205
chr1	QRBI01000120.1	30000001	30100000	0.02063295
chr1	QRBI01000120.1	30100001	30200000	0.01649495
chr1	QRBI01000120.1	30200001	30300000	0.01193525
chr1	QRBI01000120.1	30300001	30400000	0.0220728
chr1	QRBI01000120.1	30400001	30500000	0.01487445
chr1	QRBI01000120.1	30500001	30600000	0.02779405
chr1	QRBI01000120.1	30600001	30700000	0.0249724
chr1	QRBI01000120.1	30700001	30800000	0.01606225
chr1	QRBI01000120.1	30800001	30900000	0.01278225
chr1	QRBI01000120.1	30900001	31000000	0.0133988
chr1	QRBI01000120.1	31000001	31100000	0.0217053
chr1	QRBI01000120.1	31100001	31200000	0.0276104
chr1	QRBI01000120.1	31200001	31300000	0.01990695
chr1	QRBI01000120.1	31300001	31400000	0.0408399
chr1	QRBI01000120.1	31400001	31500000	0.01757335
chr1	QRBI01000120.1	31500001	31600000	0.03267835
chr1	QRBI01000120.1	31600001	31700000	0.01379498
chr1	QRBI01000120.1	31700001	31800000	0.0227364
chr1	QRBI01000120.1	31800001	31900000	0.020838845
chr1	QRBI01000120.1	31900001	32000000	0.02903902
chr1	QRBI01000120.1	32000001	32100000	0.021952835
chr1	QRBI01000120.1	32100001	32200000	0.01799565
chr1	QRBI01000120.1	32200001	32300000	0.0215405
chr1	QRBI01000120.1	32300001	32400000	0.016174635
chr1	QRBI01000120.1	32400001	32500000	0.01105315
chr1	QRBI01000120.1	32500001	32600000	0.0190442
chr1	QRBI01000120.1	32600001	32700000	0.016919175
chr1	QRBI01000120.1	32700001	32800000	0.02164411
chr1	QRBI01000120.1	32800001	32900000	0.0184314
chr1	QRBI01000120.1	32900001	33000000	0.02590146
chr1	QRBI01000120.1	33000001	33100000	0.0152565
chr1	QRBI01000120.1	33100001	33200000	0.02372525
chr1	QRBI01000120.1	33200001	33300000	0.0306766
chr1	QRBI01000120.1	33300001	33400000	0.01853876
chr1	QRBI01000120.1	33400001	33500000	0.012581255
chr1	QRBI01000120.1	33500001	33600000	0.011372785
chr1	QRBI01000120.1	33600001	33700000	0.016716465
chr1	QRBI01000120.1	33700001	33800000	0.0161621
chr1	QRBI01000120.1	33800001	33900000	0.02759168
chr1	QRBI01000120.1	33900001	34000000	0.0326522
chr1	QRBI01000120.1	34000001	34100000	0.01761
chr1	QRBI01000120.1	34100001	34200000	0.0204391
chr1	QRBI01000120.1	34200001	34300000	0.02091335
chr1	QRBI01000120.1	34300001	34400000	0.01147065
chr1	QRBI01000120.1	34400001	34500000	0.0205828
chr1	QRBI01000120.1	34500001	34600000	0.0193665
chr1	QRBI01000120.1	34600001	34700000	0.0215568
chr1	QRBI01000120.1	34700001	34800000	0.0153165
chr1	QRBI01000120.1	34800001	34900000	0.013994629
chr1	QRBI01000120.1	34900001	35000000	0.049912105
chr1	QRBI01000120.1	35000001	35100000	0.0250839
chr1	QRBI01000120.1	35100001	35200000	0.0184221
chr1	QRBI01000120.1	35200001	35300000	0.0257548
chr1	QRBI01000120.1	35300001	35400000	0.018261
chr1	QRBI01000120.1	35400001	35500000	0.0235843
chr1	QRBI01000120.1	35500001	35600000	0.02164255
chr1	QRBI01000120.1	35600001	35700000	0.02333033
chr1	QRBI01000120.1	35700001	35800000	0.024839575
chr1	QRBI01000120.1	35800001	35900000	0.0186799
chr1	QRBI01000120.1	35900001	36000000	0.0243509
chr1	QRBI01000120.1	36000001	36100000	0.0260839
chr1	QRBI01000120.1	36100001	36200000	0.0172205
chr1	QRBI01000120.1	36200001	36300000	0.0126164
chr1	QRBI01000120.1	36300001	36400000	0.030552
chr1	QRBI01000120.1	36400001	36500000	0.03689432
chr1	QRBI01000120.1	36500001	36600000	0.04046485
chr1	QRBI01000120.1	36600001	36700000	0.061075
chr1	QRBI01000120.1	36700001	36800000	0.01652075
chr1	QRBI01000120.1	36800001	36900000	0.026623405
chr1	QRBI01000120.1	36900001	37000000	0.0276527
chr1	QRBI01000120.1	37000001	37100000	0.0111099
chr1	QRBI01000120.1	37100001	37200000	0.03126155
chr1	QRBI01000120.1	37200001	37300000	0.0236855
chr1	QRBI01000120.1	37300001	37400000	0.044558765
chr1	QRBI01000120.1	37400001	37500000	0.0251169
chr1	QRBI01000120.1	37500001	37600000	0.03040524
chr1	QRBI01000120.1	37600001	37700000	0.028820975
chr1	QRBI01000120.1	37700001	37800000	0.0177388
chr1	QRBI01000120.1	37800001	37900000	0.01996065
chr1	QRBI01000120.1	37900001	38000000	0.01405775
chr1	QRBI01000120.1	38000001	38100000	0.0202052
chr1	QRBI01000120.1	38100001	38200000	0.0189414
chr1	QRBI01000120.1	38200001	38300000	0.0199059
chr1	QRBI01000120.1	38300001	38400000	0.02231525
chr1	QRBI01000120.1	38400001	38500000	0.03311935
chr1	QRBI01000120.1	38500001	38600000	0.02260115
chr1	QRBI01000120.1	38600001	38700000	0.0172116
chr1	QRBI01000120.1	38700001	38800000	0.0112821
chr1	QRBI01000120.1	38800001	38900000	0.0238031
chr1	QRBI01000120.1	38900001	39000000	0.01309195
chr1	QRBI01000120.1	39000001	39100000	0.010010845
chr1	QRBI01000120.1	39100001	39200000	0.009873445
chr1	QRBI01000120.1	39200001	39300000	0.017718035
chr1	QRBI01000120.1	39300001	39400000	0.02139465
chr1	QRBI01000120.1	39400001	39500000	0.0255456
chr1	QRBI01000120.1	39500001	39600000	0.03815745
chr1	QRBI01000120.1	39600001	39700000	0.01581122
chr1	QRBI01000120.1	39700001	39800000	0.0284715
chr1	QRBI01000120.1	39800001	39900000	0.0210387
chr1	QRBI01000120.1	39900001	40000000	0.02870255
chr1	QRBI01000120.1	40000001	40100000	0.01754268
chr1	QRBI01000120.1	40100001	40200000	0.0164889285
chr1	QRBI01000120.1	40200001	40300000	0.01630265
chr1	QRBI01000120.1	40300001	40400000	0.01728126
chr1	QRBI01000120.1	40400001	40500000	0.01777777
chr1	QRBI01000120.1	40500001	40600000	0.0121777
chr1	QRBI01000120.1	40600001	40700000	0.018637655
chr1	QRBI01000120.1	40700001	40800000	0.01944805
chr1	QRBI01000120.1	40800001	40900000	0.02689525
chr1	QRBI01000120.1	40900001	41000000	0.02825835
chr1	QRBI01000120.1	41000001	41100000	0.02278395
chr1	QRBI01000120.1	41100001	41200000	0.025883735
chr1	QRBI01000120.1	41200001	41300000	0.0298414
chr1	QRBI01000120.1	41300001	41400000	0.0449796
chr1	QRBI01000120.1	41400001	41500000	0.014021405
chr1	QRBI01000120.1	41500001	41600000	0.02492151
chr1	QRBI01000120.1	41600001	41700000	0.02704082
chr1	QRBI01000120.1	41700001	41800000	0.03944881
chr1	QRBI01000120.1	41800001	41900000	0.0542791
chr1	QRBI01000120.1	41900001	42000000	0.0227451
chr1	QRBI01000120.1	42000001	42100000	0.00963935
chr1	QRBI01000120.1	42100001	42200000	0.01952935
chr1	QRBI01000120.1	42200001	42300000	0.0097606
chr1	QRBI01000120.1	42300001	42400000	0.02096855
chr1	QRBI01000120.1	42400001	42500000	0.03166933
chr1	QRBI01000120.1	42500001	42600000	0.01750071
chr1	QRBI01000120.1	42600001	42700000	0.02366725
chr1	QRBI01000120.1	42700001	42800000	0.01657595
chr1	QRBI01000120.1	42800001	42900000	0.02213625
chr1	QRBI01000120.1	42900001	43000000	0.011539145
chr1	QRBI01000120.1	43000001	43100000	0.03345677
chr1	QRBI01000120.1	43100001	43200000	0.017665475
chr1	QRBI01000120.1	43200001	43300000	0.03112419
chr1	QRBI01000120.1	43300001	43400000	0.018710835
chr1	QRBI01000120.1	43400001	43500000	0.02361765
chr1	QRBI01000120.1	43500001	43600000	0.0120164
chr1	QRBI01000120.1	43600001	43700000	0.02165375
chr1	QRBI01000120.1	43700001	43800000	0.01769115
chr1	QRBI01000120.1	43800001	43900000	0.018982
chr1	QRBI01000120.1	43900001	44000000	0.019892895
chr1	QRBI01000120.1	44000001	44100000	0.02386046
chr1	QRBI01000120.1	44100001	44200000	0.01629375
chr1	QRBI01000120.1	44200001	44300000	0.02496721
chr1	QRBI01000120.1	44300001	44400000	0.02252515
chr1	QRBI01000120.1	44400001	44500000	0.02272295
chr1	QRBI01000120.1	44500001	44600000	0.07319685
chr1	QRBI01000120.1	44600001	44700000	0.0225227
chr1	QRBI01000120.1	44700001	44800000	0.02552725
chr1	QRBI01000120.1	44800001	44900000	0.02961416
chr1	QRBI01000120.1	44900001	45000000	0.02575815
chr1	QRBI01000120.1	45000001	45100000	0.0155993
chr1	QRBI01000120.1	45100001	45200000	0.006477279
chr1	QRBI01000120.1	45200001	45300000	0.0149869535
chr1	QRBI01000120.1	45300001	45400000	0.01139097
chr1	QRBI01000120.1	45400001	45500000	0.04102786
chr1	QRBI01000120.1	45500001	45600000	0.01494352
chr1	QRBI01000120.1	45600001	45700000	0.02814545
chr1	QRBI01000120.1	45700001	45800000	0.038631208
chr1	QRBI01000120.1	45800001	45900000	0.03804719
chr1	QRBI01000120.1	45900001	46000000	0.0234434
chr1	QRBI01000120.1	46000001	46100000	0.0374168
chr1	QRBI01000120.1	46100001	46200000	0.01991805
chr1	QRBI01000120.1	46200001	46300000	0.01335501
chr1	QRBI01000120.1	46300001	46400000	0.0127512
chr1	QRBI01000120.1	46400001	46500000	0.01922512
chr1	QRBI01000120.1	46500001	46600000	0.0306794
chr1	QRBI01000120.1	46600001	46700000	0.04283326
chr1	QRBI01000120.1	46700001	46800000	0.01153206
chr1	QRBI01000120.1	46800001	46900000	0.018178134
chr1	QRBI01000120.1	46900001	47000000	0.01339
chr1	QRBI01000120.1	47000001	47100000	0.01325012
chr1	QRBI01000120.1	47100001	47200000	0.0196287
chr1	QRBI01000120.1	47200001	47300000	0.01527309
chr1	QRBI01000120.1	47300001	47400000	0.0187931
chr1	QRBI01000120.1	47400001	47500000	0.013047205
chr1	QRBI01000120.1	47500001	47600000	0.02320039
chr1	QRBI01000120.1	47600001	47700000	0.01410653
chr1	QRBI01000120.1	47700001	47800000	0.01599395
chr1	QRBI01000120.1	47800001	47900000	0.02261152
chr1	QRBI01000120.1	47900001	48000000	0.01888907
chr1	QRBI01000120.1	48000001	48100000	0.02642085
chr1	QRBI01000120.1	48100001	48200000	0.037275035
chr1	QRBI01000120.1	48200001	48300000	0.02088275
chr1	QRBI01000120.1	48300001	48400000	0.01464075
chr1	QRBI01000120.1	48400001	48500000	0.0137761
chr1	QRBI01000120.1	48500001	48600000	0.019744065
chr1	QRBI01000120.1	48600001	48700000	0.01383598
chr1	QRBI01000120.1	48700001	48800000	0.02898263
chr1	QRBI01000120.1	48800001	48900000	0.0129745
chr1	QRBI01000120.1	48900001	49000000	0.01280759
chr1	QRBI01000120.1	49000001	49100000	0.013701125
chr1	QRBI01000120.1	49100001	49200000	0.0105947
chr1	QRBI01000120.1	49200001	49300000	0.02019415
chr1	QRBI01000120.1	49300001	49400000	0.0146153
chr1	QRBI01000120.1	49400001	49500000	0.00830275
chr1	QRBI01000120.1	49500001	49600000	0.0121904
chr1	QRBI01000120.1	49600001	49700000	0.0139314
chr1	QRBI01000120.1	49700001	49800000	0.014816675
