CHROM	BIN_START	N_SNPS	TajimaD
QRBI01000120.1	25100000	1896	-0.794293
QRBI01000120.1	25200000	1787	-0.629321
QRBI01000120.1	25300000	1804	-0.865475
QRBI01000120.1	25400000	2120	-0.668706
QRBI01000120.1	25500000	1714	-0.727766
QRBI01000120.1	25600000	1589	-0.573618
QRBI01000120.1	25700000	1523	-0.489811
QRBI01000120.1	25800000	1470	-0.892506
QRBI01000120.1	25900000	1533	-0.605123
QRBI01000120.1	26000000	1580	-0.773823
QRBI01000120.1	26100000	1382	-0.785617
QRBI01000120.1	26200000	1161	-0.417916
QRBI01000120.1	26300000	1611	-0.677944
QRBI01000120.1	26400000	1809	-0.71117
QRBI01000120.1	26500000	1632	-0.568918
QRBI01000120.1	26600000	1581	-0.639964
QRBI01000120.1	26700000	1721	-0.613067
QRBI01000120.1	26800000	1624	-0.634112
QRBI01000120.1	26900000	1977	-0.626728
QRBI01000120.1	27000000	1759	-0.532575
QRBI01000120.1	27100000	1629	-0.742788
QRBI01000120.1	27200000	1484	-0.840622
QRBI01000120.1	27300000	1066	-0.576951
QRBI01000120.1	27400000	1686	-0.580093
QRBI01000120.1	27500000	1473	-0.516716
QRBI01000120.1	27600000	952	-0.928632
QRBI01000120.1	27700000	958	-0.703769
QRBI01000120.1	27800000	843	-0.485084
QRBI01000120.1	27900000	743	-0.894486
QRBI01000120.1	28000000	1035	-0.805425
QRBI01000120.1	28100000	1007	-0.583902
QRBI01000120.1	28200000	1209	-0.53853
QRBI01000120.1	28300000	989	-0.739132
QRBI01000120.1	28400000	1089	-0.75725
QRBI01000120.1	28500000	1198	-0.983059
QRBI01000120.1	28600000	1593	-0.563611
QRBI01000120.1	28700000	1565	-0.57473
QRBI01000120.1	28800000	1681	-0.415649
QRBI01000120.1	28900000	1644	-0.592509
QRBI01000120.1	29000000	1634	-0.818031
QRBI01000120.1	29100000	1557	-0.52039
QRBI01000120.1	29200000	1569	-0.363419
QRBI01000120.1	29300000	1613	-0.50122
QRBI01000120.1	29400000	1343	-0.561441
QRBI01000120.1	29500000	1852	-0.603354
QRBI01000120.1	29600000	1584	-0.756473
QRBI01000120.1	29700000	1332	-0.628962
QRBI01000120.1	29800000	1641	-0.673023
QRBI01000120.1	29900000	1472	-0.773464
QRBI01000120.1	30000000	1403	-0.717426
QRBI01000120.1	30100000	1904	-0.689673
QRBI01000120.1	30200000	1933	-0.609558
QRBI01000120.1	30300000	1711	-0.667306
QRBI01000120.1	30400000	2022	-0.531645
QRBI01000120.1	30500000	1899	-0.600653
QRBI01000120.1	30600000	1307	-0.847925
QRBI01000120.1	30700000	1473	-0.595487
QRBI01000120.1	30800000	1627	-0.824598
QRBI01000120.1	30900000	1693	-0.720592
QRBI01000120.1	31000000	1438	-0.744002
QRBI01000120.1	31100000	1739	-0.79962
QRBI01000120.1	31200000	1576	-0.722052
QRBI01000120.1	31300000	1445	-0.79737
QRBI01000120.1	31400000	1699	-0.837531
QRBI01000120.1	31500000	1592	-0.649083
QRBI01000120.1	31600000	1541	-0.574639
QRBI01000120.1	31700000	1517	-0.798978
QRBI01000120.1	31800000	1188	-0.624024
QRBI01000120.1	31900000	1447	-0.539488
QRBI01000120.1	32000000	1758	-0.530491
QRBI01000120.1	32100000	1992	-0.543174
QRBI01000120.1	32200000	1908	-0.342992
QRBI01000120.1	32300000	1840	-0.490179
QRBI01000120.1	32400000	1736	-0.662989
QRBI01000120.1	32500000	2187	-0.691331
QRBI01000120.1	32600000	1804	-0.829702
QRBI01000120.1	32700000	1626	-0.811872
QRBI01000120.1	32800000	1521	-0.496273
QRBI01000120.1	32900000	1215	-0.705155
QRBI01000120.1	33000000	1248	-0.827046
QRBI01000120.1	33100000	1499	-0.613384
QRBI01000120.1	33200000	1073	-0.525058
QRBI01000120.1	33300000	1133	-0.634968
QRBI01000120.1	33400000	1443	-0.743276
QRBI01000120.1	33500000	1771	-0.44718
QRBI01000120.1	33600000	1364	-0.671941
QRBI01000120.1	33700000	1829	-0.829475
QRBI01000120.1	33800000	1765	-0.625776
QRBI01000120.1	33900000	1490	-0.626876
QRBI01000120.1	34000000	1507	-0.692948
QRBI01000120.1	34100000	1600	-0.577878
QRBI01000120.1	34200000	1811	-0.479533
QRBI01000120.1	34300000	1504	-0.799977
QRBI01000120.1	34400000	1454	-0.577005
QRBI01000120.1	34500000	1272	-0.342409
QRBI01000120.1	34600000	1185	-0.452721
QRBI01000120.1	34700000	1230	-0.886925
QRBI01000120.1	34800000	1121	-0.429471
QRBI01000120.1	34900000	790	-0.465566
QRBI01000120.1	35000000	1034	-0.462964
QRBI01000120.1	35100000	1396	-0.627937
QRBI01000120.1	35200000	1255	-0.850302
QRBI01000120.1	35300000	1264	-0.955036
QRBI01000120.1	35400000	1337	-0.760021
QRBI01000120.1	35500000	1263	-0.47408
QRBI01000120.1	35600000	1063	-0.604107
QRBI01000120.1	35700000	1212	-0.541496
QRBI01000120.1	35800000	1068	-0.651224
QRBI01000120.1	35900000	1042	-0.365546
QRBI01000120.1	36000000	911	-0.382192
QRBI01000120.1	36100000	1001	-0.356465
QRBI01000120.1	36200000	1137	-0.591187
QRBI01000120.1	36300000	1047	-0.327399
QRBI01000120.1	36400000	1205	-0.489655
QRBI01000120.1	36500000	1139	-0.589404
QRBI01000120.1	36600000	1141	-0.421368
QRBI01000120.1	36700000	1288	-0.514609
QRBI01000120.1	36800000	1315	-0.750758
QRBI01000120.1	36900000	1679	-0.705749
QRBI01000120.1	37000000	1385	-0.867939
QRBI01000120.1	37100000	1186	-0.533896
QRBI01000120.1	37200000	1439	-0.388625
QRBI01000120.1	37300000	1768	-0.692561
QRBI01000120.1	37400000	1509	-0.619531
QRBI01000120.1	37500000	1584	-0.67313
QRBI01000120.1	37600000	1232	-0.430361
QRBI01000120.1	37700000	1349	-0.904485
QRBI01000120.1	37800000	1639	-0.43763
QRBI01000120.1	37900000	1804	-0.583577
QRBI01000120.1	38000000	1840	-0.755675
QRBI01000120.1	38100000	1663	-0.654677
QRBI01000120.1	38200000	1476	-0.680221
QRBI01000120.1	38300000	1873	-0.64809
QRBI01000120.1	38400000	1822	-0.788548
QRBI01000120.1	38500000	1210	-0.779413
QRBI01000120.1	38600000	1408	-0.823899
QRBI01000120.1	38700000	1499	-0.714953
QRBI01000120.1	38800000	1612	-0.826563
QRBI01000120.1	38900000	1943	-0.84378
QRBI01000120.1	39000000	2091	-0.502154
QRBI01000120.1	39100000	1720	-0.774955
QRBI01000120.1	39200000	2271	-0.876435
QRBI01000120.1	39300000	2335	-0.787734
QRBI01000120.1	39400000	1709	-0.762792
QRBI01000120.1	39500000	1782	-0.995912
QRBI01000120.1	39600000	1624	-0.91837
QRBI01000120.1	39700000	1725	-0.711493
QRBI01000120.1	39800000	2099	-0.888406
QRBI01000120.1	39900000	1955	-0.690989
QRBI01000120.1	40000000	1856	-0.716795
QRBI01000120.1	40100000	1863	-0.669561
QRBI01000120.1	40200000	1628	-0.690097
QRBI01000120.1	40300000	1888	-0.702962
QRBI01000120.1	40400000	1791	-0.630843
QRBI01000120.1	40500000	1395	-0.680019
QRBI01000120.1	40600000	1697	-0.74049
QRBI01000120.1	40700000	1990	-0.585121
QRBI01000120.1	40800000	1706	-0.926175
QRBI01000120.1	40900000	1524	-0.503447
QRBI01000120.1	41000000	1316	-0.553698
QRBI01000120.1	41100000	1285	-0.613099
QRBI01000120.1	41200000	1333	-0.610462
QRBI01000120.1	41300000	1200	-0.461317
QRBI01000120.1	41400000	1382	-0.486959
QRBI01000120.1	41500000	1539	-0.498622
QRBI01000120.1	41600000	1291	-0.499213
QRBI01000120.1	41700000	1348	-0.620665
QRBI01000120.1	41800000	1142	-0.470301
QRBI01000120.1	41900000	1190	-0.728464
QRBI01000120.1	42000000	1335	-0.522742
QRBI01000120.1	42100000	1511	-0.698892
QRBI01000120.1	42200000	1677	-0.853796
QRBI01000120.1	42300000	1384	-0.392243
QRBI01000120.1	42400000	589	-0.403272
QRBI01000120.1	42500000	1261	-0.588223
QRBI01000120.1	42600000	1288	-0.603847
QRBI01000120.1	42700000	1533	-0.359829
QRBI01000120.1	42800000	1201	-0.410421
QRBI01000120.1	42900000	1397	-0.37951
QRBI01000120.1	43000000	1223	-0.349998
QRBI01000120.1	43100000	1329	-0.413576
QRBI01000120.1	43200000	1178	-0.487409
QRBI01000120.1	43300000	205	-0.505224
QRBI01000120.1	43400000	531	-0.386281
QRBI01000120.1	43500000	911	-0.638593
QRBI01000120.1	43600000	1561	-0.506621
QRBI01000120.1	43700000	363	-0.175439
QRBI01000120.1	43800000	1230	-0.581112
QRBI01000120.1	43900000	1320	-0.489363
QRBI01000120.1	44000000	932	-0.218251
QRBI01000120.1	44100000	1227	-0.438162
QRBI01000120.1	44200000	1333	-0.427879
QRBI01000120.1	44300000	1444	-0.508348
QRBI01000120.1	44400000	1511	-0.488363
QRBI01000120.1	44500000	1304	-0.300402
QRBI01000120.1	44600000	1571	-0.435528
QRBI01000120.1	44700000	1418	-0.603008
QRBI01000120.1	44800000	1364	-0.533801
QRBI01000120.1	44900000	1385	-0.411374
QRBI01000120.1	45000000	1061	-0.512008
QRBI01000120.1	45100000	1364	-0.40071
QRBI01000120.1	45200000	1322	-0.305793
QRBI01000120.1	45300000	1540	-0.318886
QRBI01000120.1	45400000	1010	-0.316199
QRBI01000120.1	45500000	1394	-0.34922
QRBI01000120.1	45600000	1416	-0.463901
QRBI01000120.1	45700000	1232	-0.487483
QRBI01000120.1	45800000	1547	-0.484049
QRBI01000120.1	45900000	1067	-0.108635
QRBI01000120.1	46000000	1183	-0.320504
QRBI01000120.1	46100000	1287	-0.265788
QRBI01000120.1	46200000	818	-0.128147
QRBI01000120.1	46300000	1214	-0.203515
QRBI01000120.1	46400000	1572	-0.400671
QRBI01000120.1	46500000	1218	-0.293086
QRBI01000120.1	46600000	1364	-0.391972
QRBI01000120.1	46700000	1367	-0.41468
QRBI01000120.1	46800000	1435	-0.329199
QRBI01000120.1	46900000	1437	-0.328563
QRBI01000120.1	47000000	1273	-0.366604
QRBI01000120.1	47100000	1351	-0.461823
QRBI01000120.1	47200000	1287	-0.0948489
QRBI01000120.1	47300000	1255	-0.564404
QRBI01000120.1	47400000	1653	-0.543788
QRBI01000120.1	47500000	1388	-0.616019
QRBI01000120.1	47600000	1496	-0.552238
QRBI01000120.1	47700000	1555	-0.710582
QRBI01000120.1	47800000	1748	-0.689855
QRBI01000120.1	47900000	1669	-0.884643
QRBI01000120.1	48000000	1685	-0.780948
QRBI01000120.1	48100000	1362	-0.538913
QRBI01000120.1	48200000	1678	-0.405152
QRBI01000120.1	48300000	1677	-0.456471
QRBI01000120.1	48400000	1586	-0.630403
QRBI01000120.1	48500000	1487	-0.573738
QRBI01000120.1	48600000	1479	-0.792993
QRBI01000120.1	48700000	1476	-0.585611
QRBI01000120.1	48800000	1343	-0.675661
QRBI01000120.1	48900000	1096	-0.891357
QRBI01000120.1	49000000	2194	-0.857453
QRBI01000120.1	49100000	2006	-0.593249
QRBI01000120.1	49200000	2239	-0.614423
QRBI01000120.1	49300000	2066	-0.520544
QRBI01000120.1	49400000	1711	-0.577396
QRBI01000120.1	49500000	1697	-0.803977
QRBI01000120.1	49600000	1777	-0.665501
QRBI01000120.1	49700000	1821	-0.548994
QRBI01000120.1	49800000	1647	-0.768733
QRBI01000120.1	49900000	1958	-0.563711
QRBI01000120.1	50000000	1922	-0.766556
QRBI01000120.1	50100000	1600	-0.782195
QRBI01000120.1	50200000	1965	-0.808776
QRBI01000120.1	50300000	1680	-0.920342
QRBI01000120.1	50400000	1596	-0.839363
QRBI01000120.1	50500000	1767	-0.771376
QRBI01000120.1	50600000	1545	-0.718096
QRBI01000120.1	50700000	1410	-0.770709
QRBI01000120.1	50800000	1216	-0.704924
QRBI01000120.1	50900000	1223	-0.79025
QRBI01000120.1	51000000	1586	-0.600369
QRBI01000120.1	51100000	1071	-0.504723
QRBI01000120.1	51200000	878	-0.507845
QRBI01000120.1	51300000	1108	-0.541743
QRBI01000120.1	51400000	964	-0.617039
QRBI01000120.1	51500000	1099	-0.529424
QRBI01000120.1	51600000	1189	-0.515411
QRBI01000120.1	51700000	1128	-0.703183
QRBI01000120.1	51800000	1352	-0.576224
QRBI01000120.1	51900000	1317	-0.443208
QRBI01000120.1	52000000	1074	-0.422411
QRBI01000120.1	52100000	974	-0.181476
QRBI01000120.1	52200000	1131	-0.31399
QRBI01000120.1	52300000	1197	-0.252038
QRBI01000120.1	52400000	1203	-0.548417
QRBI01000120.1	52500000	1210	-0.517514
QRBI01000120.1	52600000	1276	-0.816741
QRBI01000120.1	52700000	1217	-0.488671
QRBI01000120.1	52800000	1293	-0.503708
QRBI01000120.1	52900000	1111	-0.224352
QRBI01000120.1	53000000	1056	-0.173497
QRBI01000120.1	53100000	1077	-0.531171
QRBI01000120.1	53200000	1335	-0.255654
QRBI01000120.1	53300000	1126	-0.308443
QRBI01000120.1	53400000	927	-0.441245
QRBI01000120.1	53500000	1032	-0.449182
QRBI01000120.1	53600000	1092	-0.679972
QRBI01000120.1	53700000	1046	-0.530458
QRBI01000120.1	53800000	1196	-0.552695
QRBI01000120.1	53900000	1118	-0.62973
QRBI01000120.1	54000000	1197	-0.540979
QRBI01000120.1	54100000	1288	-0.399416
QRBI01000120.1	54200000	1215	-0.508243
QRBI01000120.1	54300000	1152	-0.674777
QRBI01000120.1	54400000	1387	-0.534097
QRBI01000120.1	54500000	1296	-0.403429
QRBI01000120.1	54600000	1149	-0.322968
QRBI01000120.1	54700000	1131	-0.524572
QRBI01000120.1	54800000	1233	-0.40306
QRBI01000120.1	54900000	1073	-0.219854
QRBI01000120.1	55000000	1016	-0.502108
QRBI01000120.1	55100000	1067	-0.422238
QRBI01000120.1	55200000	977	-0.467352
QRBI01000120.1	55300000	1194	-0.461418
QRBI01000120.1	55400000	1099	-0.447991
QRBI01000120.1	55500000	1253	-0.420063
QRBI01000120.1	55600000	1204	-0.630021
QRBI01000120.1	55700000	1078	-0.318123
QRBI01000120.1	55800000	1172	-0.362624
QRBI01000120.1	55900000	1254	-0.45726
QRBI01000120.1	56000000	1342	-0.464899
QRBI01000120.1	56100000	1531	-0.634659
QRBI01000120.1	56200000	1253	-0.502479
QRBI01000120.1	56300000	1184	-0.635094
QRBI01000120.1	56400000	1602	-0.407763
QRBI01000120.1	56500000	1512	-0.528739
QRBI01000120.1	56600000	1226	-0.315885
QRBI01000120.1	56700000	1541	-0.769846
QRBI01000120.1	56800000	1285	-0.661344
QRBI01000120.1	56900000	1268	-0.278111
QRBI01000120.1	57000000	1293	-0.430464
QRBI01000120.1	57100000	1018	-0.452853
QRBI01000120.1	57200000	1029	-0.286612
QRBI01000120.1	57300000	1124	-0.40001
QRBI01000120.1	57400000	1128	-0.22052
QRBI01000120.1	57500000	939	-0.227361
QRBI01000120.1	57600000	1027	-0.563462
QRBI01000120.1	57700000	1147	-0.325513
QRBI01000120.1	57800000	1043	-0.322271
QRBI01000120.1	57900000	802	-0.556981
QRBI01000120.1	58000000	1137	-0.273798
QRBI01000120.1	58100000	943	-0.420829
QRBI01000120.1	58200000	917	-0.13413
QRBI01000120.1	58300000	1018	-0.315758
QRBI01000120.1	58400000	1182	-0.565486
QRBI01000120.1	58500000	1069	-0.185985
QRBI01000120.1	58600000	1012	-0.345324
QRBI01000120.1	58700000	1042	0.0433389
QRBI01000120.1	58800000	1212	-0.465702
QRBI01000120.1	58900000	1094	-0.179037
QRBI01000120.1	59000000	1180	-0.278717
QRBI01000120.1	59100000	1188	-0.372762
QRBI01000120.1	59200000	1209	-0.317395
QRBI01000120.1	59300000	1353	-0.575961
QRBI01000120.1	59400000	1167	-0.446442
QRBI01000120.1	59500000	1260	-0.522249
QRBI01000120.1	59600000	1367	-0.602019
QRBI01000120.1	59700000	1172	-0.627687
QRBI01000120.1	59800000	1418	-0.683729
QRBI01000120.1	59900000	1414	-0.768652
QRBI01000120.1	60000000	1472	-0.779502
QRBI01000120.1	60100000	1563	-0.613737
QRBI01000120.1	60200000	1932	-0.441414
QRBI01000120.1	60300000	1802	-0.419308
QRBI01000120.1	60400000	1743	-0.503133
QRBI01000120.1	60500000	1554	-0.663335
QRBI01000120.1	60600000	1578	-0.569055
