CHROM	BIN_START	N_SNPS	TajimaD
QRBI01000120.1	9400000	1389	-0.40987
QRBI01000120.1	9500000	1480	-0.442232
QRBI01000120.1	9600000	1354	-0.606809
QRBI01000120.1	9700000	1029	-0.382316
QRBI01000120.1	9800000	1153	-0.450324
QRBI01000120.1	9900000	1066	-0.348678
QRBI01000120.1	10000000	994	-0.347978
QRBI01000120.1	10100000	1436	-0.238369
QRBI01000120.1	10200000	1146	-0.263375
QRBI01000120.1	10300000	1403	-0.371137
QRBI01000120.1	10400000	1035	-0.221803
QRBI01000120.1	10500000	1191	-0.313455
QRBI01000120.1	10600000	1309	-0.350707
QRBI01000120.1	10700000	1264	-0.503512
QRBI01000120.1	10800000	1210	-0.318035
QRBI01000120.1	10900000	1382	-0.237515
QRBI01000120.1	11000000	1378	-0.317731
QRBI01000120.1	11100000	999	-0.223908
QRBI01000120.1	11200000	1196	-0.456746
QRBI01000120.1	11300000	1469	-0.617522
QRBI01000120.1	11400000	1310	-0.611559
QRBI01000120.1	11500000	1292	-0.565859
QRBI01000120.1	11600000	1588	-0.465609
QRBI01000120.1	11700000	1619	-0.442484
QRBI01000120.1	11800000	1583	-0.565427
QRBI01000120.1	11900000	1294	-0.632215
QRBI01000120.1	12000000	1901	-0.549312
QRBI01000120.1	12100000	1489	-0.781902
QRBI01000120.1	12200000	1619	-0.797695
QRBI01000120.1	12300000	1510	-0.724609
QRBI01000120.1	12400000	1582	-0.688281
QRBI01000120.1	12500000	1886	-0.552034
QRBI01000120.1	12600000	1501	-0.443887
QRBI01000120.1	12700000	1485	-0.619477
QRBI01000120.1	12800000	1593	-0.597147
QRBI01000120.1	12900000	1432	-0.609927
QRBI01000120.1	13000000	1481	-0.581605
QRBI01000120.1	13100000	1343	-0.37568
QRBI01000120.1	13200000	1043	-0.58184
QRBI01000120.1	13300000	1284	-0.493697
QRBI01000120.1	13400000	1255	-0.511068
QRBI01000120.1	13500000	1172	-0.28494
QRBI01000120.1	13600000	1568	-0.447299
QRBI01000120.1	13700000	1906	-0.475248
QRBI01000120.1	13800000	1784	-0.319947
QRBI01000120.1	13900000	1901	-0.263675
QRBI01000120.1	14000000	1936	-0.36202
QRBI01000120.1	14100000	1482	-0.804978
QRBI01000120.1	14200000	1476	-0.719328
QRBI01000120.1	14300000	1596	-0.538383
QRBI01000120.1	14400000	1452	-0.635384
QRBI01000120.1	14500000	1489	-0.889102
QRBI01000120.1	14600000	1400	-0.466772
QRBI01000120.1	14700000	1403	-0.841227
QRBI01000120.1	14800000	1324	-0.509227
QRBI01000120.1	14900000	1649	-0.831349
QRBI01000120.1	15000000	1650	-0.614366
QRBI01000120.1	15100000	1499	-0.505721
QRBI01000120.1	15200000	1582	-0.419327
QRBI01000120.1	15300000	1627	-0.407936
QRBI01000120.1	15400000	1366	-0.846146
QRBI01000120.1	15500000	1675	-0.632879
QRBI01000120.1	15600000	975	-0.547866
QRBI01000120.1	15700000	1521	-0.457536
QRBI01000120.1	15800000	1743	-0.349286
QRBI01000120.1	15900000	1677	-0.577307
QRBI01000120.1	16000000	1847	-0.740377
QRBI01000120.1	16100000	1824	-0.409583
QRBI01000120.1	16200000	1725	-0.621681
QRBI01000120.1	16300000	1581	-0.582192
QRBI01000120.1	16400000	1412	-0.38309
QRBI01000120.1	16500000	1510	-0.738889
QRBI01000120.1	16600000	1544	-0.74015
QRBI01000120.1	16700000	1498	-0.398658
QRBI01000120.1	16800000	1918	-0.492839
QRBI01000120.1	16900000	1865	-0.794427
QRBI01000120.1	17000000	2098	-0.737944
QRBI01000120.1	17100000	1160	-0.416252
QRBI01000120.1	17200000	1151	-0.328977
QRBI01000120.1	17300000	1267	-0.617484
QRBI01000120.1	17400000	994	-0.396185
QRBI01000120.1	17500000	1218	-0.724444
QRBI01000120.1	17600000	1416	-0.618017
QRBI01000120.1	17700000	1342	-0.583543
QRBI01000120.1	17800000	1757	-0.546781
QRBI01000120.1	17900000	1653	-0.515942
QRBI01000120.1	18000000	1615	-0.779426
QRBI01000120.1	18100000	1484	-0.546987
QRBI01000120.1	18200000	1439	-0.376997
QRBI01000120.1	18300000	1410	-0.268662
QRBI01000120.1	18400000	1476	-0.584112
QRBI01000120.1	18500000	1417	-0.564771
QRBI01000120.1	18600000	1393	-0.668374
QRBI01000120.1	18700000	1387	-0.75811
QRBI01000120.1	18800000	1568	-0.572558
QRBI01000120.1	18900000	1478	-0.239523
QRBI01000120.1	19000000	1152	-0.506617
QRBI01000120.1	19100000	1185	-0.818188
QRBI01000120.1	19200000	1300	-0.520232
QRBI01000120.1	19300000	1345	-0.215965
QRBI01000120.1	19400000	786	-0.295419
QRBI01000120.1	19500000	260	-0.0905661
QRBI01000120.1	19600000	1099	-0.166073
QRBI01000120.1	19700000	1084	-0.220656
QRBI01000120.1	19800000	1116	-0.599938
QRBI01000120.1	19900000	1322	-0.317378
QRBI01000120.1	20000000	1222	-0.240819
QRBI01000120.1	20100000	945	-0.01412
QRBI01000120.1	20200000	667	-0.0304165
QRBI01000120.1	20300000	536	-0.166247
QRBI01000120.1	20400000	737	-0.228092
QRBI01000120.1	20500000	922	-0.416846
QRBI01000120.1	20600000	855	-0.212626
QRBI01000120.1	20700000	906	-0.542305
QRBI01000120.1	20800000	835	-0.415633
QRBI01000120.1	20900000	1113	-0.579506
QRBI01000120.1	21000000	1175	-0.333096
QRBI01000120.1	21100000	805	-0.283241
QRBI01000120.1	21200000	880	-0.0298199
QRBI01000120.1	21300000	1028	-0.0989107
QRBI01000120.1	21400000	1065	-0.428138
QRBI01000120.1	21500000	1066	-0.471859
QRBI01000120.1	21600000	1045	-0.528123
QRBI01000120.1	21700000	1032	-0.167557
QRBI01000120.1	21800000	965	-0.284338
QRBI01000120.1	21900000	1185	-0.283503
QRBI01000120.1	22000000	1074	-0.442997
QRBI01000120.1	22100000	1313	-0.57026
QRBI01000120.1	22200000	1131	-0.440734
QRBI01000120.1	22300000	1080	-0.708639
QRBI01000120.1	22400000	1497	-0.752015
QRBI01000120.1	22500000	1416	-0.673599
QRBI01000120.1	22600000	1423	-0.286019
QRBI01000120.1	22700000	1379	-0.316547
QRBI01000120.1	22800000	1095	-0.279143
QRBI01000120.1	22900000	1096	-0.787184
QRBI01000120.1	23000000	1162	-0.468011
QRBI01000120.1	23100000	1184	-0.441911
QRBI01000120.1	23200000	1516	-0.892948
QRBI01000120.1	23300000	1623	-0.591163
QRBI01000120.1	23400000	1281	-0.678218
QRBI01000120.1	23500000	1580	-0.339973
QRBI01000120.1	23600000	1704	-0.419669
QRBI01000120.1	23700000	1316	-0.643705
QRBI01000120.1	23800000	1604	-0.493017
QRBI01000120.1	23900000	1654	-0.550483
QRBI01000120.1	24000000	1324	-0.602658
QRBI01000120.1	24100000	1143	-0.554238
QRBI01000120.1	24200000	1093	-0.696108
QRBI01000120.1	24300000	852	-0.374742
QRBI01000120.1	24400000	1176	-0.717154
QRBI01000120.1	24500000	1437	-0.340229
QRBI01000120.1	24600000	1677	-0.546669
QRBI01000120.1	24700000	1526	-0.158409
QRBI01000120.1	24800000	1722	-0.626789
QRBI01000120.1	24900000	1205	-0.654005
QRBI01000120.1	25000000	1448	-0.574456
QRBI01000120.1	25100000	1669	-0.470958
QRBI01000120.1	25200000	1587	-0.430023
QRBI01000120.1	25300000	1609	-0.647892
QRBI01000120.1	25400000	2016	-0.712406
QRBI01000120.1	25500000	1647	-0.686843
QRBI01000120.1	25600000	1504	-0.61509
QRBI01000120.1	25700000	1354	-0.370048
QRBI01000120.1	25800000	1293	-0.727004
QRBI01000120.1	25900000	1506	-0.697682
QRBI01000120.1	26000000	1418	-0.613068
QRBI01000120.1	26100000	1226	-0.536769
QRBI01000120.1	26200000	1135	-0.532455
QRBI01000120.1	26300000	1440	-0.519164
QRBI01000120.1	26400000	1655	-0.634264
QRBI01000120.1	26500000	1481	-0.509458
QRBI01000120.1	26600000	1447	-0.403462
QRBI01000120.1	26700000	1492	-0.432919
QRBI01000120.1	26800000	1580	-0.666111
QRBI01000120.1	26900000	1842	-0.52003
QRBI01000120.1	27000000	1476	-0.295272
QRBI01000120.1	27100000	1531	-0.716522
QRBI01000120.1	27200000	1277	-0.603414
QRBI01000120.1	27300000	1034	-0.468033
QRBI01000120.1	27400000	1543	-0.512557
QRBI01000120.1	27500000	1307	-0.359864
QRBI01000120.1	27600000	854	-0.693086
QRBI01000120.1	27700000	944	-0.856382
QRBI01000120.1	27800000	905	-0.606146
QRBI01000120.1	27900000	704	-0.949769
QRBI01000120.1	28000000	901	-0.598067
QRBI01000120.1	28100000	916	-0.492348
QRBI01000120.1	28200000	1183	-0.563831
QRBI01000120.1	28300000	846	-0.434935
QRBI01000120.1	28400000	1013	-0.540668
QRBI01000120.1	28500000	1059	-0.807569
QRBI01000120.1	28600000	1435	-0.408734
QRBI01000120.1	28700000	1400	-0.419305
QRBI01000120.1	28800000	1505	-0.364842
QRBI01000120.1	28900000	1462	-0.323328
QRBI01000120.1	29000000	1491	-0.637006
QRBI01000120.1	29100000	1429	-0.395084
QRBI01000120.1	29200000	1553	-0.566328
QRBI01000120.1	29300000	1546	-0.557696
QRBI01000120.1	29400000	1289	-0.718014
QRBI01000120.1	29500000	1709	-0.385943
QRBI01000120.1	29600000	1564	-0.701594
QRBI01000120.1	29700000	1261	-0.689097
QRBI01000120.1	29800000	1496	-0.693676
QRBI01000120.1	29900000	1371	-0.688474
QRBI01000120.1	30000000	1267	-0.399984
QRBI01000120.1	30100000	1675	-0.419951
QRBI01000120.1	30200000	1697	-0.321072
QRBI01000120.1	30300000	1450	-0.261235
QRBI01000120.1	30400000	1781	-0.300646
QRBI01000120.1	30500000	1675	-0.404822
QRBI01000120.1	30600000	1138	-0.640911
QRBI01000120.1	30700000	1372	-0.566403
QRBI01000120.1	30800000	1396	-0.604139
QRBI01000120.1	30900000	1507	-0.545558
QRBI01000120.1	31000000	1240	-0.277659
QRBI01000120.1	31100000	1506	-0.513695
QRBI01000120.1	31200000	1524	-0.621955
QRBI01000120.1	31300000	1337	-0.670518
QRBI01000120.1	31400000	1504	-0.679857
QRBI01000120.1	31500000	1453	-0.502573
QRBI01000120.1	31600000	1328	-0.286392
QRBI01000120.1	31700000	1343	-0.507699
QRBI01000120.1	31800000	1049	-0.683875
QRBI01000120.1	31900000	1338	-0.427648
QRBI01000120.1	32000000	1534	-0.468163
QRBI01000120.1	32100000	1894	-0.4808
QRBI01000120.1	32200000	1920	-0.360539
QRBI01000120.1	32300000	1941	-0.665831
QRBI01000120.1	32400000	1658	-0.567985
QRBI01000120.1	32500000	2038	-0.57316
QRBI01000120.1	32600000	1642	-0.667582
QRBI01000120.1	32700000	1508	-0.746592
QRBI01000120.1	32800000	1536	-0.569793
QRBI01000120.1	32900000	1103	-0.538619
QRBI01000120.1	33000000	1158	-0.650228
QRBI01000120.1	33100000	1337	-0.484019
QRBI01000120.1	33200000	926	-0.299155
QRBI01000120.1	33300000	953	-0.512879
QRBI01000120.1	33400000	1261	-0.486992
QRBI01000120.1	33500000	1582	-0.371244
QRBI01000120.1	33600000	1260	-0.491712
QRBI01000120.1	33700000	1649	-0.632115
QRBI01000120.1	33800000	1494	-0.37623
QRBI01000120.1	33900000	1144	-0.213524
QRBI01000120.1	34000000	1168	-0.30012
QRBI01000120.1	34100000	1548	-0.485669
QRBI01000120.1	34200000	1662	-0.325081
QRBI01000120.1	34300000	1359	-0.547843
QRBI01000120.1	34400000	1335	-0.484386
QRBI01000120.1	34500000	1199	-0.35677
QRBI01000120.1	34600000	1065	-0.62198
QRBI01000120.1	34700000	1064	-0.764479
QRBI01000120.1	34800000	981	-0.178795
QRBI01000120.1	34900000	668	-0.252239
QRBI01000120.1	35000000	1003	-0.502005
QRBI01000120.1	35100000	1258	-0.45124
QRBI01000120.1	35200000	1036	-0.612307
QRBI01000120.1	35300000	1146	-0.806148
QRBI01000120.1	35400000	1183	-0.426385
QRBI01000120.1	35500000	1099	-0.213489
QRBI01000120.1	35600000	954	-0.382836
QRBI01000120.1	35700000	1068	-0.35336
QRBI01000120.1	35800000	850	-0.247
QRBI01000120.1	35900000	944	-0.107688
QRBI01000120.1	36000000	887	-0.307208
QRBI01000120.1	36100000	927	-0.189835
QRBI01000120.1	36200000	991	-0.297314
QRBI01000120.1	36300000	963	-0.35043
QRBI01000120.1	36400000	1168	-0.234709
QRBI01000120.1	36500000	1015	-0.274438
QRBI01000120.1	36600000	1067	-0.31331
QRBI01000120.1	36700000	1111	-0.349405
QRBI01000120.1	36800000	1182	-0.609676
QRBI01000120.1	36900000	1467	-0.525165
QRBI01000120.1	37000000	1279	-0.741127
QRBI01000120.1	37100000	1199	-0.848836
QRBI01000120.1	37200000	1331	-0.487569
QRBI01000120.1	37300000	1493	-0.457051
QRBI01000120.1	37400000	1439	-0.511364
QRBI01000120.1	37500000	1434	-0.547932
QRBI01000120.1	37600000	1141	-0.401531
QRBI01000120.1	37700000	1263	-0.692959
QRBI01000120.1	37800000	1649	-0.476117
QRBI01000120.1	37900000	1733	-0.561218
QRBI01000120.1	38000000	1798	-0.765974
QRBI01000120.1	38100000	1428	-0.246661
QRBI01000120.1	38200000	1413	-0.590227
QRBI01000120.1	38300000	1573	-0.525305
QRBI01000120.1	38400000	1527	-0.447214
QRBI01000120.1	38500000	1002	-0.359414
QRBI01000120.1	38600000	1202	-0.633484
QRBI01000120.1	38700000	1231	-0.352863
QRBI01000120.1	38800000	1394	-0.571538
QRBI01000120.1	38900000	1602	-0.387807
QRBI01000120.1	39000000	1951	-0.431711
QRBI01000120.1	39100000	1590	-0.701901
QRBI01000120.1	39200000	1967	-0.710749
QRBI01000120.1	39300000	2118	-0.534635
QRBI01000120.1	39400000	1528	-0.647039
QRBI01000120.1	39500000	1637	-0.907507
QRBI01000120.1	39600000	1500	-0.785246
QRBI01000120.1	39700000	1579	-0.648593
QRBI01000120.1	39800000	1904	-0.632267
QRBI01000120.1	39900000	1670	-0.217683
QRBI01000120.1	40000000	1605	-0.52384
QRBI01000120.1	40100000	1567	-0.433542
QRBI01000120.1	40200000	1497	-0.443689
QRBI01000120.1	40300000	1879	-0.756174
QRBI01000120.1	40400000	1637	-0.573483
QRBI01000120.1	40500000	1276	-0.569531
QRBI01000120.1	40600000	1589	-0.729087
QRBI01000120.1	40700000	1955	-0.5671
QRBI01000120.1	40800000	1506	-0.544467
QRBI01000120.1	40900000	1384	-0.443727
QRBI01000120.1	41000000	1231	-0.461976
QRBI01000120.1	41100000	1273	-0.5402
QRBI01000120.1	41200000	1278	-0.537119
QRBI01000120.1	41300000	1079	-0.358595
QRBI01000120.1	41400000	1323	-0.375873
QRBI01000120.1	41500000	1531	-0.425187
QRBI01000120.1	41600000	1130	-0.358464
QRBI01000120.1	41700000	1178	-0.313326
QRBI01000120.1	41800000	943	0.0728528
QRBI01000120.1	41900000	1020	-0.419611
QRBI01000120.1	42000000	1182	-0.0647761
QRBI01000120.1	42100000	1311	-0.41028
QRBI01000120.1	42200000	1502	-0.513129
QRBI01000120.1	42300000	1224	-0.180209
QRBI01000120.1	42400000	449	0.0964397
QRBI01000120.1	42500000	966	-0.112433
QRBI01000120.1	42600000	1140	-0.48537
QRBI01000120.1	42700000	1428	-0.339794
QRBI01000120.1	42800000	1163	-0.233908
QRBI01000120.1	42900000	1260	-0.411486
QRBI01000120.1	43000000	1139	-0.333886
QRBI01000120.1	43100000	1238	-0.247096
QRBI01000120.1	43200000	1025	-0.303582
QRBI01000120.1	43300000	183	-0.437712
QRBI01000120.1	43400000	534	-0.390697
QRBI01000120.1	43500000	785	-0.427654
QRBI01000120.1	43600000	1374	-0.357054
QRBI01000120.1	43700000	337	-0.26799
QRBI01000120.1	43800000	1039	-0.0958385
QRBI01000120.1	43900000	1311	-0.389344
QRBI01000120.1	44000000	890	-0.223333
QRBI01000120.1	44100000	1136	-0.304462
QRBI01000120.1	44200000	1173	-0.287734
QRBI01000120.1	44300000	1117	-0.0656686
QRBI01000120.1	44400000	1240	-0.150815
QRBI01000120.1	44500000	1139	0.223648
QRBI01000120.1	44600000	1313	-0.221126
QRBI01000120.1	44700000	1135	-0.359815
QRBI01000120.1	44800000	1194	-0.394708
QRBI01000120.1	44900000	1213	-0.479852
QRBI01000120.1	45000000	928	-0.371537
QRBI01000120.1	45100000	1204	-0.315456
QRBI01000120.1	45200000	1297	-0.316096
QRBI01000120.1	45300000	1432	-0.152048
QRBI01000120.1	45400000	889	0.0579996
QRBI01000120.1	45500000	1406	-0.189592
QRBI01000120.1	45600000	1291	-0.387116
QRBI01000120.1	45700000	1078	-0.310791
QRBI01000120.1	45800000	1346	-0.345752
QRBI01000120.1	45900000	1007	-0.253893
QRBI01000120.1	46000000	1114	-0.284718
QRBI01000120.1	46100000	1129	-0.220684
QRBI01000120.1	46200000	751	-0.12074
QRBI01000120.1	46300000	1115	-0.289658
QRBI01000120.1	46400000	1339	-0.109741
QRBI01000120.1	46500000	1150	-0.296307
QRBI01000120.1	46600000	1318	-0.238356
QRBI01000120.1	46700000	1218	-0.241835
QRBI01000120.1	46800000	1213	-0.00863617
QRBI01000120.1	46900000	1248	-0.114221
QRBI01000120.1	47000000	1268	-0.406712
QRBI01000120.1	47100000	1185	-0.286111
QRBI01000120.1	47200000	1199	-0.126424
QRBI01000120.1	47300000	1083	-0.300587
QRBI01000120.1	47400000	1251	-0.129893
QRBI01000120.1	47500000	941	-0.0884806
QRBI01000120.1	47600000	1313	-0.326681
QRBI01000120.1	47700000	1304	-0.420651
QRBI01000120.1	47800000	1529	-0.493339
QRBI01000120.1	47900000	1351	-0.496279
QRBI01000120.1	48000000	1416	-0.478018
QRBI01000120.1	48100000	1260	-0.120985
QRBI01000120.1	48200000	1580	-0.302746
QRBI01000120.1	48300000	1691	-0.456112
QRBI01000120.1	48400000	1382	-0.468814
QRBI01000120.1	48500000	1348	-0.32224
QRBI01000120.1	48600000	1287	-0.304739
QRBI01000120.1	48700000	1393	-0.528132
QRBI01000120.1	48800000	1132	-0.224635
QRBI01000120.1	48900000	942	-0.644793
QRBI01000120.1	49000000	1868	-0.442762
QRBI01000120.1	49100000	1753	-0.372379
QRBI01000120.1	49200000	2024	-0.448746
QRBI01000120.1	49300000	1918	-0.411178
QRBI01000120.1	49400000	1477	-0.365239
QRBI01000120.1	49500000	1331	-0.325068
QRBI01000120.1	49600000	1666	-0.637137
QRBI01000120.1	49700000	1673	-0.494336
QRBI01000120.1	49800000	1426	-0.524988
QRBI01000120.1	49900000	1729	-0.339595
QRBI01000120.1	50000000	1816	-0.580269
QRBI01000120.1	50100000	1167	-0.201533
QRBI01000120.1	50200000	1616	-0.45815
QRBI01000120.1	50300000	1345	-0.39921
QRBI01000120.1	50400000	1377	-0.47957
QRBI01000120.1	50500000	1715	-0.762757
QRBI01000120.1	50600000	1258	-0.421772
QRBI01000120.1	50700000	1183	-0.438653
QRBI01000120.1	50800000	1020	-0.441061
QRBI01000120.1	50900000	1024	-0.495754
QRBI01000120.1	51000000	1404	-0.240804
QRBI01000120.1	51100000	985	-0.322231
QRBI01000120.1	51200000	802	-0.446397
QRBI01000120.1	51300000	1037	-0.479769
QRBI01000120.1	51400000	927	-0.509386
QRBI01000120.1	51500000	910	-0.264284
QRBI01000120.1	51600000	1036	-0.301818
QRBI01000120.1	51700000	1010	-0.309005
QRBI01000120.1	51800000	1134	-0.375682
QRBI01000120.1	51900000	1133	-0.132465
QRBI01000120.1	52000000	911	-0.179889
QRBI01000120.1	52100000	956	-0.16525
QRBI01000120.1	52200000	1051	0.00475224
QRBI01000120.1	52300000	1184	-0.290129
QRBI01000120.1	52400000	1092	-0.487951
QRBI01000120.1	52500000	1156	-0.36634
QRBI01000120.1	52600000	1072	-0.491273
QRBI01000120.1	52700000	1036	0.0537017
QRBI01000120.1	52800000	1013	-0.122726
QRBI01000120.1	52900000	938	0.19237
QRBI01000120.1	53000000	956	0.0367463
QRBI01000120.1	53100000	919	-0.0653844
QRBI01000120.1	53200000	1198	-0.0119965
QRBI01000120.1	53300000	985	-0.234839
QRBI01000120.1	53400000	818	-0.0653379
QRBI01000120.1	53500000	878	-0.0446059
QRBI01000120.1	53600000	951	-0.103448
QRBI01000120.1	53700000	960	-0.242474
QRBI01000120.1	53800000	960	-0.138151
QRBI01000120.1	53900000	1107	-0.598672
QRBI01000120.1	54000000	1081	-0.321281
QRBI01000120.1	54100000	1077	-0.122968
QRBI01000120.1	54200000	1031	-0.374577
QRBI01000120.1	54300000	1065	-0.585595
QRBI01000120.1	54400000	1106	-0.221175
QRBI01000120.1	54500000	828	-0.141572
QRBI01000120.1	54600000	1039	-0.0949334
QRBI01000120.1	54700000	924	-0.269454
QRBI01000120.1	54800000	1143	-0.326951
QRBI01000120.1	54900000	918	-0.209261
QRBI01000120.1	55000000	879	-0.251908
QRBI01000120.1	55100000	998	-0.101734
QRBI01000120.1	55200000	907	-0.213226
QRBI01000120.1	55300000	1013	-0.124972
QRBI01000120.1	55400000	973	-0.264795
QRBI01000120.1	55500000	1044	0.225897
QRBI01000120.1	55600000	996	-0.160562
QRBI01000120.1	55700000	928	-0.157505
QRBI01000120.1	55800000	996	0.0883202
QRBI01000120.1	55900000	995	-0.152162
QRBI01000120.1	56000000	1051	0.158954
QRBI01000120.1	56100000	1261	-0.402804
QRBI01000120.1	56200000	1099	-0.0948282
QRBI01000120.1	56300000	1060	-0.423554
QRBI01000120.1	56400000	1414	-0.320228
QRBI01000120.1	56500000	1283	-0.277373
QRBI01000120.1	56600000	1103	-0.254832
QRBI01000120.1	56700000	1284	-0.444037
QRBI01000120.1	56800000	1276	-0.616372
QRBI01000120.1	56900000	1284	-0.249516
QRBI01000120.1	57000000	1276	-0.445985
QRBI01000120.1	57100000	915	-0.313517
QRBI01000120.1	57200000	1029	-0.277137
QRBI01000120.1	57300000	954	-0.141117
QRBI01000120.1	57400000	938	0.0507835
QRBI01000120.1	57500000	939	-0.199395
QRBI01000120.1	57600000	903	-0.49596
QRBI01000120.1	57700000	1168	-0.340109
QRBI01000120.1	57800000	973	-0.547256
QRBI01000120.1	57900000	731	-0.093149
QRBI01000120.1	58000000	972	0.0262325
QRBI01000120.1	58100000	768	-0.0294022
QRBI01000120.1	58200000	899	-0.430239
QRBI01000120.1	58300000	924	-0.291418
QRBI01000120.1	58400000	1056	-0.379817
QRBI01000120.1	58500000	979	-0.0689276
QRBI01000120.1	58600000	930	-0.17671
QRBI01000120.1	58700000	1027	-0.184468
QRBI01000120.1	58800000	1139	-0.304036
QRBI01000120.1	58900000	1031	-0.0940888
QRBI01000120.1	59000000	1115	-0.31772
QRBI01000120.1	59100000	1192	-0.329225
QRBI01000120.1	59200000	1090	-0.140092
QRBI01000120.1	59300000	1288	-0.271525
QRBI01000120.1	59400000	1144	-0.437778
QRBI01000120.1	59500000	1241	-0.627388
QRBI01000120.1	59600000	1191	-0.525355
QRBI01000120.1	59700000	1073	-0.451865
QRBI01000120.1	59800000	1284	-0.409513
QRBI01000120.1	59900000	1305	-0.722375
QRBI01000120.1	60000000	1337	-0.576784
QRBI01000120.1	60100000	1601	-0.737071
QRBI01000120.1	60200000	1699	-0.201503
QRBI01000120.1	60300000	1723	-0.470042
QRBI01000120.1	60400000	1676	-0.414848
QRBI01000120.1	60500000	1453	-0.554181
QRBI01000120.1	60600000	1382	-0.338214
QRBI01000120.1	60700000	1396	-0.0875199
QRBI01000120.1	60800000	1739	-0.705911
