CHROM	BIN_START	N_SNPS	TajimaD
QRBI01000120.1	7600000	2897	-1.29752
QRBI01000120.1	7700000	2534	-1.13854
QRBI01000120.1	7800000	2969	-1.07795
QRBI01000120.1	7900000	2397	-1.11786
QRBI01000120.1	8000000	2508	-1.30217
QRBI01000120.1	8100000	2377	-1.31432
QRBI01000120.1	8200000	2382	-1.20713
QRBI01000120.1	8300000	2446	-1.11735
QRBI01000120.1	8400000	2766	-0.967093
QRBI01000120.1	8500000	2391	-1.08046
QRBI01000120.1	8600000	2261	-1.0922
QRBI01000120.1	8700000	2627	-1.23132
QRBI01000120.1	8800000	2498	-1.17201
QRBI01000120.1	8900000	2419	-1.14511
QRBI01000120.1	9000000	2792	-1.33362
QRBI01000120.1	9100000	2820	-1.38913
QRBI01000120.1	9200000	3261	-1.18513
QRBI01000120.1	9300000	2468	-1.07977
QRBI01000120.1	9400000	2529	-1.08741
QRBI01000120.1	9500000	2813	-1.25746
QRBI01000120.1	9600000	2465	-1.21359
QRBI01000120.1	9700000	2313	-1.256
QRBI01000120.1	9800000	2136	-1.10845
QRBI01000120.1	9900000	2051	-1.077
QRBI01000120.1	10000000	1830	-1.21391
QRBI01000120.1	10100000	2567	-0.966874
QRBI01000120.1	10200000	2247	-1.18342
QRBI01000120.1	10300000	2654	-1.10133
QRBI01000120.1	10400000	2032	-1.05745
QRBI01000120.1	10500000	2337	-1.24967
QRBI01000120.1	10600000	2336	-0.960797
QRBI01000120.1	10700000	2391	-1.21077
QRBI01000120.1	10800000	2278	-1.21794
QRBI01000120.1	10900000	2531	-1.11553
QRBI01000120.1	11000000	2463	-1.08127
QRBI01000120.1	11100000	2118	-1.30953
QRBI01000120.1	11200000	2661	-1.41936
QRBI01000120.1	11300000	2672	-1.24712
QRBI01000120.1	11400000	2465	-1.34513
QRBI01000120.1	11500000	2297	-1.20057
QRBI01000120.1	11600000	2867	-1.13422
QRBI01000120.1	11700000	3038	-1.34178
QRBI01000120.1	11800000	2963	-1.22454
QRBI01000120.1	11900000	2472	-1.33669
QRBI01000120.1	12000000	3393	-1.20422
QRBI01000120.1	12100000	2860	-1.47088
QRBI01000120.1	12200000	2751	-1.23634
QRBI01000120.1	12300000	2684	-1.36911
QRBI01000120.1	12400000	2875	-1.38234
QRBI01000120.1	12500000	3338	-1.26242
QRBI01000120.1	12600000	2856	-1.26093
QRBI01000120.1	12700000	2957	-1.43044
QRBI01000120.1	12800000	2937	-1.28057
QRBI01000120.1	12900000	2624	-1.22268
QRBI01000120.1	13000000	2637	-1.20993
QRBI01000120.1	13100000	2723	-1.34238
QRBI01000120.1	13200000	2142	-1.37387
QRBI01000120.1	13300000	2536	-1.41154
QRBI01000120.1	13400000	2264	-1.27971
QRBI01000120.1	13500000	2445	-1.15754
QRBI01000120.1	13600000	2886	-1.19102
QRBI01000120.1	13700000	3085	-0.991048
QRBI01000120.1	13800000	3016	-0.961091
QRBI01000120.1	13900000	3396	-0.978165
QRBI01000120.1	14000000	3136	-0.888901
QRBI01000120.1	14100000	2555	-1.39567
QRBI01000120.1	14200000	2304	-1.11304
QRBI01000120.1	14300000	2859	-1.1875
QRBI01000120.1	14400000	2536	-1.21544
QRBI01000120.1	14500000	2504	-1.4544
QRBI01000120.1	14600000	2615	-1.30801
QRBI01000120.1	14700000	2553	-1.43313
QRBI01000120.1	14800000	2628	-1.33012
QRBI01000120.1	14900000	2894	-1.45344
QRBI01000120.1	15000000	3045	-1.39706
QRBI01000120.1	15100000	2759	-1.1985
QRBI01000120.1	15200000	2985	-1.17749
QRBI01000120.1	15300000	3163	-1.23464
QRBI01000120.1	15400000	2533	-1.34702
QRBI01000120.1	15500000	2860	-1.26804
QRBI01000120.1	15600000	1984	-1.43711
QRBI01000120.1	15700000	2662	-1.10536
QRBI01000120.1	15800000	3082	-1.0807
QRBI01000120.1	15900000	2947	-1.15301
QRBI01000120.1	16000000	3158	-1.15707
QRBI01000120.1	16100000	3175	-1.09893
QRBI01000120.1	16200000	3164	-1.29019
QRBI01000120.1	16300000	2880	-1.2528
QRBI01000120.1	16400000	2588	-1.12607
QRBI01000120.1	16500000	2584	-1.21861
QRBI01000120.1	16600000	2680	-1.27703
QRBI01000120.1	16700000	2501	-1.14698
QRBI01000120.1	16800000	3272	-0.988166
QRBI01000120.1	16900000	3115	-1.18082
QRBI01000120.1	17000000	3648	-1.29413
QRBI01000120.1	17100000	2113	-1.0677
QRBI01000120.1	17200000	2059	-1.13834
QRBI01000120.1	17300000	2360	-1.37267
QRBI01000120.1	17400000	2057	-1.31929
QRBI01000120.1	17500000	2315	-1.48203
QRBI01000120.1	17600000	2876	-1.56361
QRBI01000120.1	17700000	2706	-1.39267
QRBI01000120.1	17800000	3239	-1.34019
QRBI01000120.1	17900000	3132	-1.36009
QRBI01000120.1	18000000	2804	-1.31706
QRBI01000120.1	18100000	2985	-1.3878
QRBI01000120.1	18200000	2805	-1.25756
QRBI01000120.1	18300000	2789	-1.22137
QRBI01000120.1	18400000	2988	-1.36972
QRBI01000120.1	18500000	2866	-1.39296
QRBI01000120.1	18600000	2379	-1.09491
QRBI01000120.1	18700000	2332	-1.22695
QRBI01000120.1	18800000	2804	-1.2216
QRBI01000120.1	18900000	3041	-1.20304
QRBI01000120.1	19000000	2345	-1.43558
QRBI01000120.1	19100000	2261	-1.45033
QRBI01000120.1	19200000	2385	-1.19694
QRBI01000120.1	19300000	2623	-1.01445
QRBI01000120.1	19400000	1355	-1.15412
QRBI01000120.1	19500000	468	-0.821201
QRBI01000120.1	19600000	2180	-0.956734
QRBI01000120.1	19700000	2279	-1.25586
QRBI01000120.1	19800000	2220	-1.31191
QRBI01000120.1	19900000	2385	-1.20284
QRBI01000120.1	20000000	2480	-1.39786
QRBI01000120.1	20100000	1844	-1.14894
QRBI01000120.1	20200000	1513	-1.43025
QRBI01000120.1	20300000	1256	-1.41134
QRBI01000120.1	20400000	1745	-1.44785
QRBI01000120.1	20500000	1948	-1.3549
QRBI01000120.1	20600000	1904	-1.33056
QRBI01000120.1	20700000	1936	-1.42253
QRBI01000120.1	20800000	1753	-1.35949
QRBI01000120.1	20900000	1932	-1.1953
QRBI01000120.1	21000000	2118	-1.06539
QRBI01000120.1	21100000	1753	-1.32058
QRBI01000120.1	21200000	1720	-0.914055
QRBI01000120.1	21300000	2097	-1.19424
QRBI01000120.1	21400000	1901	-1.27254
QRBI01000120.1	21500000	2085	-1.24551
QRBI01000120.1	21600000	1704	-0.966041
QRBI01000120.1	21700000	1875	-0.963233
QRBI01000120.1	21800000	1744	-0.982111
QRBI01000120.1	21900000	2301	-0.930502
QRBI01000120.1	22000000	2109	-1.25909
QRBI01000120.1	22100000	2431	-1.23479
QRBI01000120.1	22200000	2126	-1.22623
QRBI01000120.1	22300000	2013	-1.33132
QRBI01000120.1	22400000	2605	-1.41789
QRBI01000120.1	22500000	2439	-1.21214
QRBI01000120.1	22600000	2434	-0.831322
QRBI01000120.1	22700000	2452	-1.01944
QRBI01000120.1	22800000	2040	-1.05377
QRBI01000120.1	22900000	2014	-1.35598
QRBI01000120.1	23000000	2245	-1.35102
QRBI01000120.1	23100000	2357	-1.1524
QRBI01000120.1	23200000	2461	-1.22389
QRBI01000120.1	23300000	2843	-1.13364
QRBI01000120.1	23400000	2606	-1.50926
QRBI01000120.1	23500000	2762	-1.01293
QRBI01000120.1	23600000	2877	-1.03182
QRBI01000120.1	23700000	2342	-1.27229
QRBI01000120.1	23800000	3078	-1.3005
QRBI01000120.1	23900000	3021	-1.16521
QRBI01000120.1	24000000	2454	-1.30384
QRBI01000120.1	24100000	2114	-1.31776
QRBI01000120.1	24200000	1855	-1.22576
QRBI01000120.1	24300000	1473	-1.16936
QRBI01000120.1	24400000	2094	-1.23975
QRBI01000120.1	24500000	2652	-1.15448
QRBI01000120.1	24600000	2689	-0.928283
QRBI01000120.1	24700000	2620	-0.788835
QRBI01000120.1	24800000	2871	-1.02852
QRBI01000120.1	24900000	2006	-1.12608
QRBI01000120.1	25000000	2517	-1.03172
QRBI01000120.1	25100000	2959	-1.15397
QRBI01000120.1	25200000	2951	-1.22215
QRBI01000120.1	25300000	2978	-1.35652
QRBI01000120.1	25400000	3389	-1.23012
QRBI01000120.1	25500000	2896	-1.27485
QRBI01000120.1	25600000	2685	-1.15509
QRBI01000120.1	25700000	2525	-1.10653
QRBI01000120.1	25800000	2479	-1.43108
QRBI01000120.1	25900000	2751	-1.36974
QRBI01000120.1	26000000	2542	-1.24673
QRBI01000120.1	26100000	2386	-1.36298
QRBI01000120.1	26200000	2035	-1.15738
QRBI01000120.1	26300000	2692	-1.2008
QRBI01000120.1	26400000	2776	-1.13894
QRBI01000120.1	26500000	2702	-1.13467
QRBI01000120.1	26600000	2715	-1.13272
QRBI01000120.1	26700000	2799	-1.15255
QRBI01000120.1	26800000	2735	-1.22606
QRBI01000120.1	26900000	3173	-1.10818
QRBI01000120.1	27000000	2718	-0.940494
QRBI01000120.1	27100000	2754	-1.2201
QRBI01000120.1	27200000	2364	-1.25948
QRBI01000120.1	27300000	1823	-1.14677
QRBI01000120.1	27400000	2762	-1.2635
QRBI01000120.1	27500000	2478	-1.1716
QRBI01000120.1	27600000	1681	-1.45224
QRBI01000120.1	27700000	1750	-1.40616
QRBI01000120.1	27800000	1673	-1.3273
QRBI01000120.1	27900000	1220	-1.3747
QRBI01000120.1	28000000	1727	-1.41927
QRBI01000120.1	28100000	1728	-1.27369
QRBI01000120.1	28200000	2067	-1.14082
QRBI01000120.1	28300000	1593	-1.14274
QRBI01000120.1	28400000	1828	-1.17183
QRBI01000120.1	28500000	1978	-1.42343
QRBI01000120.1	28600000	2700	-1.17249
QRBI01000120.1	28700000	2724	-1.19657
QRBI01000120.1	28800000	2732	-0.982098
QRBI01000120.1	28900000	2668	-1.09094
QRBI01000120.1	29000000	2834	-1.37871
QRBI01000120.1	29100000	2699	-1.10872
QRBI01000120.1	29200000	2780	-1.09805
QRBI01000120.1	29300000	2824	-1.27994
QRBI01000120.1	29400000	2502	-1.31446
QRBI01000120.1	29500000	3164	-1.14237
QRBI01000120.1	29600000	2829	-1.41145
QRBI01000120.1	29700000	2510	-1.48271
QRBI01000120.1	29800000	2852	-1.37782
QRBI01000120.1	29900000	2599	-1.36887
QRBI01000120.1	30000000	2325	-1.2283
QRBI01000120.1	30100000	3103	-1.13741
QRBI01000120.1	30200000	3107	-1.13027
QRBI01000120.1	30300000	2833	-1.1289
QRBI01000120.1	30400000	3334	-1.04999
QRBI01000120.1	30500000	2887	-1.07199
QRBI01000120.1	30600000	2107	-1.37054
QRBI01000120.1	30700000	2588	-1.25576
QRBI01000120.1	30800000	2628	-1.26124
QRBI01000120.1	30900000	2808	-1.27543
QRBI01000120.1	31000000	2449	-1.24652
QRBI01000120.1	31100000	2727	-1.25096
QRBI01000120.1	31200000	2563	-1.14919
QRBI01000120.1	31300000	2406	-1.27603
QRBI01000120.1	31400000	2802	-1.42755
QRBI01000120.1	31500000	2662	-1.16893
QRBI01000120.1	31600000	2644	-1.13368
QRBI01000120.1	31700000	2611	-1.31239
QRBI01000120.1	31800000	2142	-1.33304
QRBI01000120.1	31900000	2426	-1.13272
QRBI01000120.1	32000000	2887	-1.15356
QRBI01000120.1	32100000	3527	-1.19772
QRBI01000120.1	32200000	3343	-1.07388
QRBI01000120.1	32300000	3189	-1.1778
QRBI01000120.1	32400000	3058	-1.2614
QRBI01000120.1	32500000	3669	-1.25926
QRBI01000120.1	32600000	2889	-1.26099
QRBI01000120.1	32700000	2528	-1.21673
QRBI01000120.1	32800000	2443	-0.996102
QRBI01000120.1	32900000	1994	-1.20604
QRBI01000120.1	33000000	2211	-1.42325
QRBI01000120.1	33100000	2653	-1.33117
QRBI01000120.1	33200000	1944	-1.33957
QRBI01000120.1	33300000	1940	-1.3328
QRBI01000120.1	33400000	2373	-1.26432
QRBI01000120.1	33500000	2898	-1.03105
QRBI01000120.1	33600000	2267	-1.1149
QRBI01000120.1	33700000	2910	-1.25809
QRBI01000120.1	33800000	2699	-1.05613
QRBI01000120.1	33900000	2428	-1.22199
QRBI01000120.1	34000000	2496	-1.21628
QRBI01000120.1	34100000	2633	-1.03832
QRBI01000120.1	34200000	2873	-0.917539
QRBI01000120.1	34300000	2397	-1.14384
QRBI01000120.1	34400000	2391	-1.10726
QRBI01000120.1	34500000	2036	-0.850858
QRBI01000120.1	34600000	2064	-1.22766
QRBI01000120.1	34700000	2165	-1.57643
QRBI01000120.1	34800000	2095	-1.15869
QRBI01000120.1	34900000	1420	-1.02667
QRBI01000120.1	35000000	1899	-1.18986
QRBI01000120.1	35100000	2367	-1.1227
QRBI01000120.1	35200000	2032	-1.25398
QRBI01000120.1	35300000	2077	-1.41451
QRBI01000120.1	35400000	2283	-1.29825
QRBI01000120.1	35500000	1999	-1.08045
QRBI01000120.1	35600000	1598	-1.00271
QRBI01000120.1	35700000	1863	-0.99703
QRBI01000120.1	35800000	1737	-1.21538
QRBI01000120.1	35900000	1678	-0.719438
QRBI01000120.1	36000000	1673	-1.02794
QRBI01000120.1	36100000	1722	-0.888987
QRBI01000120.1	36200000	1770	-0.907834
QRBI01000120.1	36300000	1717	-0.912384
QRBI01000120.1	36400000	1867	-0.765052
QRBI01000120.1	36500000	1931	-0.931666
QRBI01000120.1	36600000	1903	-0.850421
QRBI01000120.1	36700000	2211	-1.21066
QRBI01000120.1	36800000	2142	-1.25104
QRBI01000120.1	36900000	2515	-1.01979
QRBI01000120.1	37000000	2273	-1.28152
QRBI01000120.1	37100000	2159	-1.30955
QRBI01000120.1	37200000	2304	-0.975259
QRBI01000120.1	37300000	2460	-0.895364
QRBI01000120.1	37400000	2542	-1.15154
QRBI01000120.1	37500000	2422	-1.11536
QRBI01000120.1	37600000	1980	-0.986255
QRBI01000120.1	37700000	2218	-1.25472
QRBI01000120.1	37800000	2692	-1.01372
QRBI01000120.1	37900000	2928	-1.11023
QRBI01000120.1	38000000	3087	-1.24629
QRBI01000120.1	38100000	2584	-1.08075
QRBI01000120.1	38200000	2311	-1.12912
QRBI01000120.1	38300000	2834	-1.04948
QRBI01000120.1	38400000	2801	-1.12649
QRBI01000120.1	38500000	1994	-1.22671
QRBI01000120.1	38600000	2200	-1.27264
QRBI01000120.1	38700000	2357	-1.11446
QRBI01000120.1	38800000	2424	-1.18087
QRBI01000120.1	38900000	2883	-1.12366
QRBI01000120.1	39000000	3294	-0.974798
QRBI01000120.1	39100000	2811	-1.24181
QRBI01000120.1	39200000	3505	-1.23979
QRBI01000120.1	39300000	3692	-1.18137
QRBI01000120.1	39400000	2680	-1.13443
QRBI01000120.1	39500000	2863	-1.43458
QRBI01000120.1	39600000	2554	-1.23239
QRBI01000120.1	39700000	2777	-1.22485
QRBI01000120.1	39800000	3330	-1.21023
QRBI01000120.1	39900000	3158	-1.1793
QRBI01000120.1	40000000	3022	-1.26286
QRBI01000120.1	40100000	2860	-1.02604
QRBI01000120.1	40200000	2641	-1.0687
QRBI01000120.1	40300000	3011	-1.08723
QRBI01000120.1	40400000	2946	-1.14782
QRBI01000120.1	40500000	2417	-1.30615
QRBI01000120.1	40600000	2682	-1.10064
QRBI01000120.1	40700000	3026	-0.895558
QRBI01000120.1	40800000	2617	-1.18875
QRBI01000120.1	40900000	2435	-0.934122
QRBI01000120.1	41000000	2175	-1.15598
QRBI01000120.1	41100000	2142	-1.21506
QRBI01000120.1	41200000	2240	-1.12147
QRBI01000120.1	41300000	2119	-1.15624
QRBI01000120.1	41400000	2279	-1.07155
QRBI01000120.1	41500000	2524	-0.932759
QRBI01000120.1	41600000	1966	-0.746305
QRBI01000120.1	41700000	2032	-1.01283
QRBI01000120.1	41800000	1814	-0.947739
QRBI01000120.1	41900000	1864	-1.06783
QRBI01000120.1	42000000	2006	-0.856252
QRBI01000120.1	42100000	2236	-0.930702
QRBI01000120.1	42200000	2547	-1.15728
QRBI01000120.1	42300000	2294	-0.986821
QRBI01000120.1	42400000	887	-0.753119
QRBI01000120.1	42500000	1895	-0.987973
QRBI01000120.1	42600000	2146	-1.12723
QRBI01000120.1	42700000	2447	-0.94252
QRBI01000120.1	42800000	2014	-0.897374
QRBI01000120.1	42900000	2283	-0.968947
QRBI01000120.1	43000000	1871	-0.781447
QRBI01000120.1	43100000	2198	-1.00369
QRBI01000120.1	43200000	1986	-1.02608
QRBI01000120.1	43300000	334	-0.908563
QRBI01000120.1	43400000	999	-1.12646
QRBI01000120.1	43500000	1528	-1.16487
QRBI01000120.1	43600000	2647	-1.15479
QRBI01000120.1	43700000	655	-0.741342
QRBI01000120.1	43800000	1926	-0.935943
QRBI01000120.1	43900000	2101	-0.906487
QRBI01000120.1	44000000	1618	-0.863047
QRBI01000120.1	44100000	2129	-1.08172
QRBI01000120.1	44200000	2020	-0.833494
QRBI01000120.1	44300000	2368	-1.02698
QRBI01000120.1	44400000	2373	-0.902737
QRBI01000120.1	44500000	2062	-0.621913
QRBI01000120.1	44600000	2494	-0.909569
QRBI01000120.1	44700000	2165	-0.976645
QRBI01000120.1	44800000	2218	-1.05344
QRBI01000120.1	44900000	2254	-1.00088
QRBI01000120.1	45000000	1798	-1.06115
QRBI01000120.1	45100000	2332	-1.07182
QRBI01000120.1	45200000	2273	-0.957982
QRBI01000120.1	45300000	2315	-0.732674
QRBI01000120.1	45400000	1630	-0.816954
QRBI01000120.1	45500000	2370	-0.859329
QRBI01000120.1	45600000	2267	-0.900236
QRBI01000120.1	45700000	1965	-1.12743
QRBI01000120.1	45800000	2410	-0.822339
QRBI01000120.1	45900000	1911	-1.10741
QRBI01000120.1	46000000	1996	-0.952077
QRBI01000120.1	46100000	2168	-0.947289
QRBI01000120.1	46200000	1385	-0.766527
QRBI01000120.1	46300000	2089	-0.954023
QRBI01000120.1	46400000	2549	-0.983981
QRBI01000120.1	46500000	1962	-0.837011
QRBI01000120.1	46600000	2298	-0.916316
QRBI01000120.1	46700000	2253	-0.943973
QRBI01000120.1	46800000	2439	-0.904134
QRBI01000120.1	46900000	2365	-0.984466
QRBI01000120.1	47000000	2226	-0.999504
QRBI01000120.1	47100000	2274	-0.932437
QRBI01000120.1	47200000	2094	-0.763596
QRBI01000120.1	47300000	2122	-1.09017
QRBI01000120.1	47400000	2597	-0.996308
QRBI01000120.1	47500000	2323	-1.19017
QRBI01000120.1	47600000	2418	-1.02964
QRBI01000120.1	47700000	2611	-1.34958
QRBI01000120.1	47800000	2918	-1.277
QRBI01000120.1	47900000	2755	-1.36499
QRBI01000120.1	48000000	2832	-1.33434
QRBI01000120.1	48100000	2344	-1.05676
QRBI01000120.1	48200000	2988	-1.06791
QRBI01000120.1	48300000	2949	-1.11293
QRBI01000120.1	48400000	2564	-1.16463
QRBI01000120.1	48500000	2449	-1.12544
QRBI01000120.1	48600000	2469	-1.24213
QRBI01000120.1	48700000	2494	-1.26564
QRBI01000120.1	48800000	2017	-0.940914
QRBI01000120.1	48900000	1761	-1.2344
QRBI01000120.1	49000000	3574	-1.23001
QRBI01000120.1	49100000	3079	-1.00902
QRBI01000120.1	49200000	3368	-1.01973
QRBI01000120.1	49300000	3104	-0.845925
QRBI01000120.1	49400000	2712	-1.08581
QRBI01000120.1	49500000	2651	-1.26972
QRBI01000120.1	49600000	2984	-1.12241
QRBI01000120.1	49700000	2993	-1.18601
QRBI01000120.1	49800000	2617	-1.24066
QRBI01000120.1	49900000	3194	-1.10989
QRBI01000120.1	50000000	3164	-1.22543
QRBI01000120.1	50100000	2483	-1.20717
QRBI01000120.1	50200000	3111	-1.21684
QRBI01000120.1	50300000	2795	-1.39939
QRBI01000120.1	50400000	2615	-1.22634
QRBI01000120.1	50500000	2963	-1.21331
QRBI01000120.1	50600000	2605	-1.24883
QRBI01000120.1	50700000	2314	-1.2689
QRBI01000120.1	50800000	2132	-1.3034
QRBI01000120.1	50900000	2151	-1.40081
QRBI01000120.1	51000000	2566	-1.04868
QRBI01000120.1	51100000	1913	-1.20706
QRBI01000120.1	51200000	1577	-1.26743
QRBI01000120.1	51300000	1987	-1.17559
QRBI01000120.1	51400000	1775	-1.35098
QRBI01000120.1	51500000	1832	-1.20201
QRBI01000120.1	51600000	1947	-1.10397
QRBI01000120.1	51700000	1941	-1.25243
QRBI01000120.1	51800000	2241	-1.05764
QRBI01000120.1	51900000	2071	-0.972407
QRBI01000120.1	52000000	1608	-0.786409
QRBI01000120.1	52100000	1561	-0.700064
QRBI01000120.1	52200000	2109	-0.937185
QRBI01000120.1	52300000	2151	-0.980195
QRBI01000120.1	52400000	1972	-1.13081
QRBI01000120.1	52500000	2111	-1.13454
QRBI01000120.1	52600000	2010	-1.32826
QRBI01000120.1	52700000	2030	-0.890392
QRBI01000120.1	52800000	2151	-1.07883
QRBI01000120.1	52900000	1908	-0.825886
QRBI01000120.1	53000000	1987	-0.936652
QRBI01000120.1	53100000	1928	-1.16607
QRBI01000120.1	53200000	2283	-0.969257
QRBI01000120.1	53300000	1785	-0.844652
QRBI01000120.1	53400000	1628	-1.11059
QRBI01000120.1	53500000	1803	-1.02401
QRBI01000120.1	53600000	1769	-1.18027
QRBI01000120.1	53700000	1776	-1.16156
QRBI01000120.1	53800000	1851	-0.922834
QRBI01000120.1	53900000	2025	-1.33256
QRBI01000120.1	54000000	2146	-1.29836
QRBI01000120.1	54100000	2105	-0.923558
QRBI01000120.1	54200000	2020	-1.1171
QRBI01000120.1	54300000	1972	-1.23637
QRBI01000120.1	54400000	2263	-1.08341
QRBI01000120.1	54500000	1964	-1.08211
QRBI01000120.1	54600000	1898	-1.01779
QRBI01000120.1	54700000	1759	-0.979086
QRBI01000120.1	54800000	2031	-0.866673
QRBI01000120.1	54900000	1865	-1.09347
QRBI01000120.1	55000000	1662	-1.08488
QRBI01000120.1	55100000	1700	-0.88118
QRBI01000120.1	55200000	1582	-0.83361
QRBI01000120.1	55300000	1876	-0.852398
QRBI01000120.1	55400000	1774	-0.81436
QRBI01000120.1	55500000	2017	-0.890372
QRBI01000120.1	55600000	1869	-0.963066
QRBI01000120.1	55700000	1829	-0.883779
QRBI01000120.1	55800000	1810	-0.84835
QRBI01000120.1	55900000	2003	-0.909203
QRBI01000120.1	56000000	2232	-0.888464
QRBI01000120.1	56100000	2543	-1.12616
QRBI01000120.1	56200000	1979	-0.895433
QRBI01000120.1	56300000	1802	-1.05077
QRBI01000120.1	56400000	2500	-0.881249
QRBI01000120.1	56500000	2264	-0.924322
QRBI01000120.1	56600000	2112	-1.04688
QRBI01000120.1	56700000	2536	-1.29498
QRBI01000120.1	56800000	2270	-1.20695
QRBI01000120.1	56900000	2224	-1.02832
QRBI01000120.1	57000000	2483	-1.33838
QRBI01000120.1	57100000	1723	-1.01661
QRBI01000120.1	57200000	1828	-1.03382
QRBI01000120.1	57300000	1832	-0.873925
QRBI01000120.1	57400000	1889	-0.741968
QRBI01000120.1	57500000	1850	-1.08795
QRBI01000120.1	57600000	1749	-1.25343
QRBI01000120.1	57700000	1989	-0.916449
QRBI01000120.1	57800000	1756	-1.05539
QRBI01000120.1	57900000	1407	-1.12047
QRBI01000120.1	58000000	1861	-0.825967
QRBI01000120.1	58100000	1583	-0.992471
QRBI01000120.1	58200000	1690	-1.05324
QRBI01000120.1	58300000	1731	-1.03269
QRBI01000120.1	58400000	1988	-0.942291
QRBI01000120.1	58500000	2039	-0.912864
QRBI01000120.1	58600000	1783	-0.942244
QRBI01000120.1	58700000	1723	-0.733759
QRBI01000120.1	58800000	2005	-0.853421
QRBI01000120.1	58900000	1888	-0.956331
QRBI01000120.1	59000000	2060	-0.907504
QRBI01000120.1	59100000	2249	-1.01768
QRBI01000120.1	59200000	2264	-1.05755
QRBI01000120.1	59300000	2219	-0.984803
QRBI01000120.1	59400000	2065	-1.05801
QRBI01000120.1	59500000	2272	-1.24086
QRBI01000120.1	59600000	2252	-1.1208
QRBI01000120.1	59700000	2147	-1.29489
QRBI01000120.1	59800000	2451	-1.23618
QRBI01000120.1	59900000	2433	-1.30623
QRBI01000120.1	60000000	2530	-1.30912
QRBI01000120.1	60100000	2836	-1.22567
QRBI01000120.1	60200000	3072	-1.08162
QRBI01000120.1	60300000	3018	-1.08127
QRBI01000120.1	60400000	2842	-1.02156
QRBI01000120.1	60500000	2446	-1.12385
