CHROM	BIN_START	N_SNPS	TajimaD
QRBI01000120.1	17000000	3931	-1.38511
QRBI01000120.1	17100000	2265	-1.26809
QRBI01000120.1	17200000	2358	-1.36763
QRBI01000120.1	17300000	2540	-1.46075
QRBI01000120.1	17400000	2336	-1.57981
QRBI01000120.1	17500000	2575	-1.64968
QRBI01000120.1	17600000	2988	-1.56531
QRBI01000120.1	17700000	2716	-1.37524
QRBI01000120.1	17800000	3507	-1.41112
QRBI01000120.1	17900000	3269	-1.37669
QRBI01000120.1	18000000	3029	-1.46911
QRBI01000120.1	18100000	3181	-1.49894
QRBI01000120.1	18200000	2962	-1.39688
QRBI01000120.1	18300000	3064	-1.40686
QRBI01000120.1	18400000	3190	-1.50168
QRBI01000120.1	18500000	3137	-1.50439
QRBI01000120.1	18600000	2857	-1.45159
QRBI01000120.1	18700000	2769	-1.52322
QRBI01000120.1	18800000	3154	-1.40549
QRBI01000120.1	18900000	3308	-1.35147
QRBI01000120.1	19000000	2477	-1.50549
QRBI01000120.1	19100000	2520	-1.60227
QRBI01000120.1	19200000	2573	-1.33694
QRBI01000120.1	19300000	2724	-1.04542
QRBI01000120.1	19400000	1478	-1.20824
QRBI01000120.1	19500000	519	-1.02943
QRBI01000120.1	19600000	2241	-1.09318
QRBI01000120.1	19700000	2381	-1.34318
QRBI01000120.1	19800000	2280	-1.3741
QRBI01000120.1	19900000	2645	-1.38641
QRBI01000120.1	20000000	2646	-1.48333
QRBI01000120.1	20100000	2036	-1.32182
QRBI01000120.1	20200000	1729	-1.70492
QRBI01000120.1	20300000	1434	-1.69974
QRBI01000120.1	20400000	1693	-1.40781
QRBI01000120.1	20500000	2060	-1.42877
QRBI01000120.1	20600000	1956	-1.36555
QRBI01000120.1	20700000	2045	-1.54025
QRBI01000120.1	20800000	1766	-1.39067
QRBI01000120.1	20900000	1912	-1.17753
QRBI01000120.1	21000000	2283	-1.19506
QRBI01000120.1	21100000	1858	-1.42607
QRBI01000120.1	21200000	1779	-0.945531
QRBI01000120.1	21300000	2167	-1.24924
QRBI01000120.1	21400000	2087	-1.31728
QRBI01000120.1	21500000	2207	-1.26176
QRBI01000120.1	21600000	1872	-1.18057
QRBI01000120.1	21700000	2106	-1.09294
QRBI01000120.1	21800000	1946	-1.14933
QRBI01000120.1	21900000	2552	-1.05417
QRBI01000120.1	22000000	2247	-1.38794
QRBI01000120.1	22100000	2613	-1.41455
QRBI01000120.1	22200000	2472	-1.51382
QRBI01000120.1	22300000	2279	-1.56397
QRBI01000120.1	22400000	2792	-1.44681
QRBI01000120.1	22500000	2846	-1.49647
QRBI01000120.1	22600000	2879	-1.1652
QRBI01000120.1	22700000	2712	-1.21022
QRBI01000120.1	22800000	2271	-1.20778
QRBI01000120.1	22900000	2254	-1.62745
QRBI01000120.1	23000000	2591	-1.60105
QRBI01000120.1	23100000	2578	-1.37962
QRBI01000120.1	23200000	2947	-1.55541
QRBI01000120.1	23300000	3124	-1.28393
QRBI01000120.1	23400000	2685	-1.56793
QRBI01000120.1	23500000	3188	-1.23363
QRBI01000120.1	23600000	3236	-1.18621
QRBI01000120.1	23700000	2536	-1.39224
QRBI01000120.1	23800000	3168	-1.34985
QRBI01000120.1	23900000	3159	-1.29365
QRBI01000120.1	24000000	2685	-1.41815
QRBI01000120.1	24100000	2355	-1.49363
QRBI01000120.1	24200000	2057	-1.42118
QRBI01000120.1	24300000	1694	-1.40994
QRBI01000120.1	24400000	2390	-1.48964
QRBI01000120.1	24500000	2888	-1.3085
QRBI01000120.1	24600000	3118	-1.22048
QRBI01000120.1	24700000	2922	-0.973882
QRBI01000120.1	24800000	3102	-1.2307
QRBI01000120.1	24900000	2207	-1.36202
QRBI01000120.1	25000000	2928	-1.40005
QRBI01000120.1	25100000	3319	-1.38268
QRBI01000120.1	25200000	3043	-1.22529
QRBI01000120.1	25300000	3415	-1.57261
QRBI01000120.1	25400000	3798	-1.39574
QRBI01000120.1	25500000	3235	-1.48375
QRBI01000120.1	25600000	2962	-1.3389
QRBI01000120.1	25700000	2754	-1.24367
QRBI01000120.1	25800000	2698	-1.58975
QRBI01000120.1	25900000	3188	-1.55335
QRBI01000120.1	26000000	2984	-1.52819
QRBI01000120.1	26100000	2573	-1.48133
QRBI01000120.1	26200000	2200	-1.31431
QRBI01000120.1	26300000	2943	-1.39039
QRBI01000120.1	26400000	3183	-1.36559
QRBI01000120.1	26500000	3002	-1.33221
QRBI01000120.1	26600000	2917	-1.28892
QRBI01000120.1	26700000	2976	-1.32586
QRBI01000120.1	26800000	2935	-1.37857
QRBI01000120.1	26900000	3509	-1.29652
QRBI01000120.1	27000000	3062	-1.21274
QRBI01000120.1	27100000	2968	-1.41423
QRBI01000120.1	27200000	2666	-1.49583
QRBI01000120.1	27300000	2015	-1.32506
QRBI01000120.1	27400000	3027	-1.35368
QRBI01000120.1	27500000	2674	-1.27116
QRBI01000120.1	27600000	1787	-1.63051
QRBI01000120.1	27700000	1870	-1.53743
QRBI01000120.1	27800000	1908	-1.49564
QRBI01000120.1	27900000	1369	-1.69382
QRBI01000120.1	28000000	1887	-1.5051
QRBI01000120.1	28100000	1857	-1.35446
QRBI01000120.1	28200000	2323	-1.4027
QRBI01000120.1	28300000	1768	-1.40838
QRBI01000120.1	28400000	2009	-1.27293
QRBI01000120.1	28500000	2158	-1.61991
QRBI01000120.1	28600000	2855	-1.24449
QRBI01000120.1	28700000	2933	-1.32172
QRBI01000120.1	28800000	2959	-1.15184
QRBI01000120.1	28900000	3134	-1.38904
QRBI01000120.1	29000000	3422	-1.65624
QRBI01000120.1	29100000	3038	-1.3759
QRBI01000120.1	29200000	3024	-1.30399
QRBI01000120.1	29300000	3198	-1.43609
QRBI01000120.1	29400000	2810	-1.52358
QRBI01000120.1	29500000	3518	-1.35835
QRBI01000120.1	29600000	3054	-1.55704
QRBI01000120.1	29700000	2743	-1.57718
QRBI01000120.1	29800000	3158	-1.49197
QRBI01000120.1	29900000	2694	-1.47932
QRBI01000120.1	30000000	2570	-1.36839
QRBI01000120.1	30100000	3209	-1.2411
QRBI01000120.1	30200000	3396	-1.26562
QRBI01000120.1	30300000	3057	-1.28264
QRBI01000120.1	30400000	3616	-1.19827
QRBI01000120.1	30500000	3330	-1.34273
QRBI01000120.1	30600000	2266	-1.49235
QRBI01000120.1	30700000	2667	-1.34844
QRBI01000120.1	30800000	2820	-1.40523
QRBI01000120.1	30900000	3072	-1.41762
QRBI01000120.1	31000000	2683	-1.38679
QRBI01000120.1	31100000	2842	-1.32693
QRBI01000120.1	31200000	2717	-1.27558
QRBI01000120.1	31300000	2631	-1.38033
QRBI01000120.1	31400000	2892	-1.43772
QRBI01000120.1	31500000	2776	-1.20463
QRBI01000120.1	31600000	2642	-1.1916
QRBI01000120.1	31700000	2707	-1.32067
QRBI01000120.1	31800000	2242	-1.43074
QRBI01000120.1	31900000	2462	-1.24606
QRBI01000120.1	32000000	3082	-1.28978
QRBI01000120.1	32100000	3597	-1.21812
QRBI01000120.1	32200000	3540	-1.16365
QRBI01000120.1	32300000	3364	-1.2542
QRBI01000120.1	32400000	3270	-1.40626
QRBI01000120.1	32500000	3730	-1.27387
QRBI01000120.1	32600000	3290	-1.47976
QRBI01000120.1	32700000	2777	-1.36381
QRBI01000120.1	32800000	2744	-1.23071
QRBI01000120.1	32900000	2295	-1.47243
QRBI01000120.1	33000000	2263	-1.44099
QRBI01000120.1	33100000	2659	-1.33915
QRBI01000120.1	33200000	1997	-1.36425
QRBI01000120.1	33300000	2164	-1.46775
QRBI01000120.1	33400000	2547	-1.41246
QRBI01000120.1	33500000	3029	-1.12541
QRBI01000120.1	33600000	2570	-1.29039
QRBI01000120.1	33700000	3221	-1.4283
QRBI01000120.1	33800000	3044	-1.26594
QRBI01000120.1	33900000	2670	-1.32643
QRBI01000120.1	34000000	2524	-1.29417
QRBI01000120.1	34100000	2881	-1.2074
QRBI01000120.1	34200000	3047	-1.00944
QRBI01000120.1	34300000	2669	-1.30522
QRBI01000120.1	34400000	2586	-1.24877
QRBI01000120.1	34500000	2227	-1.08646
QRBI01000120.1	34600000	2317	-1.42098
QRBI01000120.1	34700000	2238	-1.65516
QRBI01000120.1	34800000	2344	-1.44044
QRBI01000120.1	34900000	1620	-1.33167
QRBI01000120.1	35000000	2050	-1.37489
QRBI01000120.1	35100000	2574	-1.30494
QRBI01000120.1	35200000	2227	-1.516
QRBI01000120.1	35300000	2325	-1.59138
QRBI01000120.1	35400000	2463	-1.45354
QRBI01000120.1	35500000	2344	-1.28933
QRBI01000120.1	35600000	1871	-1.17255
QRBI01000120.1	35700000	2256	-1.29215
QRBI01000120.1	35800000	1865	-1.36572
QRBI01000120.1	35900000	1819	-0.927202
QRBI01000120.1	36000000	1772	-1.22167
QRBI01000120.1	36100000	1939	-1.18603
QRBI01000120.1	36200000	1920	-1.14739
QRBI01000120.1	36300000	1861	-1.08145
QRBI01000120.1	36400000	2103	-1.04048
QRBI01000120.1	36500000	1996	-1.13913
QRBI01000120.1	36600000	2079	-1.03727
QRBI01000120.1	36700000	2343	-1.41172
QRBI01000120.1	36800000	2403	-1.40398
QRBI01000120.1	36900000	2838	-1.23767
QRBI01000120.1	37000000	2475	-1.47301
QRBI01000120.1	37100000	2421	-1.53674
QRBI01000120.1	37200000	2592	-1.25155
QRBI01000120.1	37300000	2872	-1.18465
QRBI01000120.1	37400000	2728	-1.27739
QRBI01000120.1	37500000	2636	-1.26817
QRBI01000120.1	37600000	2398	-1.31979
QRBI01000120.1	37700000	2532	-1.45992
QRBI01000120.1	37800000	2959	-1.24596
QRBI01000120.1	37900000	3062	-1.22748
QRBI01000120.1	38000000	3397	-1.47927
QRBI01000120.1	38100000	2822	-1.29344
QRBI01000120.1	38200000	2656	-1.37416
QRBI01000120.1	38300000	3191	-1.22886
QRBI01000120.1	38400000	3304	-1.39248
QRBI01000120.1	38500000	2376	-1.54141
QRBI01000120.1	38600000	2642	-1.55266
QRBI01000120.1	38700000	2691	-1.34794
QRBI01000120.1	38800000	2744	-1.42592
QRBI01000120.1	38900000	3191	-1.30237
QRBI01000120.1	39000000	3592	-1.101
QRBI01000120.1	39100000	3014	-1.36508
QRBI01000120.1	39200000	3811	-1.37027
QRBI01000120.1	39300000	4071	-1.3388
QRBI01000120.1	39400000	3018	-1.35854
QRBI01000120.1	39500000	3264	-1.6209
QRBI01000120.1	39600000	2900	-1.47404
QRBI01000120.1	39700000	3109	-1.40251
QRBI01000120.1	39800000	3878	-1.44953
QRBI01000120.1	39900000	3311	-1.18699
QRBI01000120.1	40000000	3216	-1.39777
QRBI01000120.1	40100000	3160	-1.26217
QRBI01000120.1	40200000	2987	-1.345
QRBI01000120.1	40300000	3272	-1.29356
QRBI01000120.1	40400000	3264	-1.32932
QRBI01000120.1	40500000	2612	-1.43823
QRBI01000120.1	40600000	3022	-1.33133
QRBI01000120.1	40700000	3475	-1.15234
QRBI01000120.1	40800000	2957	-1.36279
QRBI01000120.1	40900000	2599	-1.13675
QRBI01000120.1	41000000	2306	-1.23716
QRBI01000120.1	41100000	2268	-1.30471
QRBI01000120.1	41200000	2433	-1.29606
QRBI01000120.1	41300000	2336	-1.31037
QRBI01000120.1	41400000	2585	-1.26984
QRBI01000120.1	41500000	2802	-1.19294
QRBI01000120.1	41600000	2259	-1.23871
QRBI01000120.1	41700000	2272	-1.34292
QRBI01000120.1	41800000	2064	-1.1577
QRBI01000120.1	41900000	2099	-1.34962
QRBI01000120.1	42000000	2207	-1.08179
QRBI01000120.1	42100000	2536	-1.29629
QRBI01000120.1	42200000	2827	-1.36238
QRBI01000120.1	42300000	2463	-1.06137
QRBI01000120.1	42400000	976	-0.957232
QRBI01000120.1	42500000	2062	-1.174
QRBI01000120.1	42600000	2215	-1.19103
QRBI01000120.1	42700000	2702	-1.07663
QRBI01000120.1	42800000	2348	-1.2184
QRBI01000120.1	42900000	2593	-1.2562
QRBI01000120.1	43000000	2148	-1.06578
QRBI01000120.1	43100000	2452	-1.19779
QRBI01000120.1	43200000	2174	-1.26913
QRBI01000120.1	43300000	355	-1.16519
QRBI01000120.1	43400000	1113	-1.31908
QRBI01000120.1	43500000	1699	-1.3814
QRBI01000120.1	43600000	2686	-1.1715
QRBI01000120.1	43700000	693	-0.898198
QRBI01000120.1	43800000	2210	-1.24895
QRBI01000120.1	43900000	2210	-1.06986
QRBI01000120.1	44000000	1679	-1.00901
QRBI01000120.1	44100000	2162	-1.10718
QRBI01000120.1	44200000	2166	-0.895046
QRBI01000120.1	44300000	2341	-0.933192
QRBI01000120.1	44400000	2568	-1.03803
QRBI01000120.1	44500000	2265	-0.796129
QRBI01000120.1	44600000	2654	-0.96124
QRBI01000120.1	44700000	2199	-1.09513
QRBI01000120.1	44800000	2166	-1.04302
QRBI01000120.1	44900000	2266	-1.03587
QRBI01000120.1	45000000	2027	-1.2577
QRBI01000120.1	45100000	2409	-1.19138
QRBI01000120.1	45200000	2397	-1.04093
QRBI01000120.1	45300000	2579	-0.889067
QRBI01000120.1	45400000	1721	-0.883488
QRBI01000120.1	45500000	2470	-0.87157
QRBI01000120.1	45600000	2519	-1.12235
QRBI01000120.1	45700000	2215	-1.29671
QRBI01000120.1	45800000	2720	-1.1217
QRBI01000120.1	45900000	2153	-1.20739
QRBI01000120.1	46000000	2043	-1.01753
QRBI01000120.1	46100000	2236	-0.975046
QRBI01000120.1	46200000	1495	-0.92399
QRBI01000120.1	46300000	2164	-0.991254
QRBI01000120.1	46400000	2670	-1.03564
QRBI01000120.1	46500000	2161	-1.01367
QRBI01000120.1	46600000	2353	-0.883268
QRBI01000120.1	46700000	2407	-1.0205
QRBI01000120.1	46800000	2482	-0.929551
QRBI01000120.1	46900000	2597	-1.11717
QRBI01000120.1	47000000	2340	-1.15226
QRBI01000120.1	47100000	2436	-1.06135
QRBI01000120.1	47200000	2235	-0.865537
QRBI01000120.1	47300000	2262	-1.23354
QRBI01000120.1	47400000	2959	-1.13972
QRBI01000120.1	47500000	2529	-1.31374
QRBI01000120.1	47600000	2599	-1.17434
QRBI01000120.1	47700000	2714	-1.39359
QRBI01000120.1	47800000	3156	-1.3919
QRBI01000120.1	47900000	2988	-1.46771
QRBI01000120.1	48000000	3091	-1.44713
QRBI01000120.1	48100000	2534	-1.17878
QRBI01000120.1	48200000	3196	-1.21901
QRBI01000120.1	48300000	3341	-1.29438
QRBI01000120.1	48400000	2749	-1.29504
QRBI01000120.1	48500000	2632	-1.2275
QRBI01000120.1	48600000	2640	-1.33238
QRBI01000120.1	48700000	2721	-1.37684
QRBI01000120.1	48800000	2217	-1.0913
QRBI01000120.1	48900000	1969	-1.43295
QRBI01000120.1	49000000	3808	-1.34056
QRBI01000120.1	49100000	3251	-1.08873
QRBI01000120.1	49200000	3621	-1.1424
QRBI01000120.1	49300000	3476	-1.02699
QRBI01000120.1	49400000	2931	-1.23014
QRBI01000120.1	49500000	2950	-1.4412
QRBI01000120.1	49600000	3296	-1.38334
QRBI01000120.1	49700000	3469	-1.38325
QRBI01000120.1	49800000	2872	-1.41437
QRBI01000120.1	49900000	3467	-1.23398
QRBI01000120.1	50000000	3425	-1.33392
QRBI01000120.1	50100000	2768	-1.36781
QRBI01000120.1	50200000	3419	-1.40928
QRBI01000120.1	50300000	2981	-1.52522
QRBI01000120.1	50400000	2997	-1.50311
QRBI01000120.1	50500000	3269	-1.39768
QRBI01000120.1	50600000	2843	-1.39388
QRBI01000120.1	50700000	2585	-1.43218
QRBI01000120.1	50800000	2293	-1.40719
QRBI01000120.1	50900000	2334	-1.48711
QRBI01000120.1	51000000	2775	-1.19928
QRBI01000120.1	51100000	2103	-1.31604
QRBI01000120.1	51200000	1615	-1.3501
QRBI01000120.1	51300000	2122	-1.35422
QRBI01000120.1	51400000	1882	-1.43221
QRBI01000120.1	51500000	2034	-1.31213
QRBI01000120.1	51600000	2023	-1.1211
QRBI01000120.1	51700000	2061	-1.29658
QRBI01000120.1	51800000	2441	-1.25671
QRBI01000120.1	51900000	2317	-1.15195
QRBI01000120.1	52000000	1874	-1.1138
QRBI01000120.1	52100000	1689	-0.916298
QRBI01000120.1	52200000	2184	-1.06847
QRBI01000120.1	52300000	2303	-1.10244
QRBI01000120.1	52400000	2100	-1.19464
QRBI01000120.1	52500000	2277	-1.23734
QRBI01000120.1	52600000	2132	-1.34903
QRBI01000120.1	52700000	2074	-1.05105
QRBI01000120.1	52800000	2203	-1.17206
QRBI01000120.1	52900000	2018	-0.999208
QRBI01000120.1	53000000	2049	-1.05013
QRBI01000120.1	53100000	2086	-1.33225
QRBI01000120.1	53200000	2346	-1.03221
QRBI01000120.1	53300000	1951	-1.0417
QRBI01000120.1	53400000	1678	-1.17672
QRBI01000120.1	53500000	1928	-1.20533
QRBI01000120.1	53600000	1917	-1.18772
QRBI01000120.1	53700000	1925	-1.21199
QRBI01000120.1	53800000	2087	-1.25213
QRBI01000120.1	53900000	2044	-1.28832
QRBI01000120.1	54000000	2054	-1.21227
QRBI01000120.1	54100000	2167	-0.984121
QRBI01000120.1	54200000	2046	-1.14252
QRBI01000120.1	54300000	2122	-1.33801
QRBI01000120.1	54400000	2385	-1.20518
QRBI01000120.1	54500000	2221	-1.11675
QRBI01000120.1	54600000	2041	-1.09978
QRBI01000120.1	54700000	1821	-1.08235
QRBI01000120.1	54800000	2114	-1.0423
QRBI01000120.1	54900000	1954	-1.12284
QRBI01000120.1	55000000	1911	-1.27965
QRBI01000120.1	55100000	1859	-1.0626
QRBI01000120.1	55200000	1745	-1.03337
QRBI01000120.1	55300000	2019	-1.03594
QRBI01000120.1	55400000	1935	-1.06571
QRBI01000120.1	55500000	2131	-0.971359
QRBI01000120.1	55600000	2091	-1.17111
QRBI01000120.1	55700000	2029	-1.13945
QRBI01000120.1	55800000	2006	-1.01372
QRBI01000120.1	55900000	2219	-1.11052
QRBI01000120.1	56000000	2186	-0.917546
QRBI01000120.1	56100000	2683	-1.21246
QRBI01000120.1	56200000	2200	-1.01646
QRBI01000120.1	56300000	2018	-1.2418
QRBI01000120.1	56400000	2730	-1.00276
QRBI01000120.1	56500000	2457	-1.05422
QRBI01000120.1	56600000	2231	-1.19552
QRBI01000120.1	56700000	2698	-1.33618
QRBI01000120.1	56800000	2384	-1.2139
QRBI01000120.1	56900000	2208	-0.930886
QRBI01000120.1	57000000	2580	-1.3682
QRBI01000120.1	57100000	1757	-1.04966
QRBI01000120.1	57200000	2027	-1.21975
QRBI01000120.1	57300000	2048	-1.08225
QRBI01000120.1	57400000	2052	-1.01585
QRBI01000120.1	57500000	1964	-1.22915
QRBI01000120.1	57600000	1894	-1.4422
QRBI01000120.1	57700000	2268	-1.18679
QRBI01000120.1	57800000	1938	-1.25991
QRBI01000120.1	57900000	1610	-1.41172
QRBI01000120.1	58000000	1975	-0.968719
QRBI01000120.1	58100000	1812	-1.21475
QRBI01000120.1	58200000	1803	-1.32318
QRBI01000120.1	58300000	1863	-1.07092
QRBI01000120.1	58400000	2129	-1.17012
QRBI01000120.1	58500000	2055	-0.984963
QRBI01000120.1	58600000	1840	-1.08282
QRBI01000120.1	58700000	2025	-0.95134
QRBI01000120.1	58800000	2359	-1.27683
QRBI01000120.1	58900000	2093	-1.07484
QRBI01000120.1	59000000	2159	-1.11172
QRBI01000120.1	59100000	2387	-1.1246
QRBI01000120.1	59200000	2561	-1.22567
QRBI01000120.1	59300000	2470	-1.20321
QRBI01000120.1	59400000	2287	-1.32929
QRBI01000120.1	59500000	2358	-1.32169
QRBI01000120.1	59600000	2355	-1.17269
QRBI01000120.1	59700000	2245	-1.41303
QRBI01000120.1	59800000	2573	-1.29212
QRBI01000120.1	59900000	2708	-1.50894
QRBI01000120.1	60000000	2809	-1.47715
QRBI01000120.1	60100000	3192	-1.43245
QRBI01000120.1	60200000	3724	-1.27558
QRBI01000120.1	60300000	3453	-1.27546
QRBI01000120.1	60400000	3171	-1.17176
QRBI01000120.1	60500000	2927	-1.39461
